conditions,brand,year,gearbox,adress,price,image
D'occasion,Chevrolet,2015,Automatique,Guediawaye                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e9eee54318f6de698a1d22f4d773997/-/horizon-files-prod/ed/picture/q9mjwmzp/00f6f1a4bd0dcbdab388f7162676661a54a99b82.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
D'occasion,Smart,2013,Automatique,Yoff                                                                                 Dakar,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3e43506e56aaa00c7988943a0d269c0/-/horizon-files-prod/ed/picture/q8v4mggz/f8ca8f1e53b9bc964e5a730eee778cf408678769.jpg
Venant,Peugeot,2016,Automatique,VDN                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a018a1e937ce46ce9b3377ffcd84a837/-/horizon-files-prod/ed/picture/q6xdk8r8/7c3bd7470bc35c0a15184b00fabbd7982cd1aae2.jpg
D'occasion,Mercedes-,Benz,2020,Mbour                                                                                 Thiès,32000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4d5dd7b584aaedaf98b7fd0eae0d973/-/horizon-files-prod/ed/picture/qrz88jjm/11bb42cb69388b496e716854bf9f28e2c4e3e1ae.jpg
Venant,Jaguar,2016,Automatique,Grand-Dakar                                                                                 Dakar,12800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1861a2f372875000880eff260999d3c7/-/horizon-files-prod/ed/picture/qm5gpwm9/c2c61ca20ebad5774562374a630dc084943f6bf6.jpg
Venant,Mitsubishi,2017,Automatique,Grand-Dakar                                                                                 Dakar,14500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/748d438f7818d03cc3896e7ca8587278/-/horizon-files-prod/ed/picture/q8v4mgpx/b271ef2cc4ba6854970ce04a133376be8924af53.jpg
Venant,Hyundai,2015,Automatique,Grand-Dakar                                                                                 Dakar,10700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6089503c1cc4e9997b1c7a5d02664556/-/horizon-files-prod/ed/picture/qngp9w7w/51418f60597cd52ceea4c78e0d53e4cf9e9be1fe.jpg
D'occasion,Peugeot,2013,Manuelle,Guediawaye                                                                                 Dakar,4300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/053227d57891653d2c363bae755bb456/-/horizon-files-prod/ed/picture/q8v44m56/50bf71931ba6a6ebecd7fda5dcf9f67308ba621d.jpg
Venant,Hyundai,2016,Automatique,Médina                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7c8289cde1828bf7cf4c5e1471252c5/-/horizon-files-prod/ed/picture/q78wjgwj/9216bb9b9f536d6aba06f373b7a0c9b5a99f31f9.jpg
Venant,Chevrolet,2016,Automatique,Médina                                                                                 Dakar,11000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1ac656a8626e48e98847a38e44855a7/-/horizon-files-prod/ed/picture/q9mjkg9n/4b12fff773cb0d31056d4f05f86d2431e7c909e1.jpg
Venant,Kia,2019,Automatique,Médina                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70321fdade376b493b5b1d5da209a348/-/horizon-files-prod/ed/picture/qrz8r7qm/9052e79f79fb64495f87a05770f8491118d84787.jpg
Venant,Ford,2016,Automatique,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
D'occasion,Renault,2018,Automatique,Hann Bel-Air                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/43df6d969ef455226a261debdfc9f443/-/horizon-files-prod/ed/picture/q0gwq20z/d6010eebdec3b4b5929a81e70ffaaa42a8b1b26b.jpg
D'occasion,Ford,2016,Automatique,Parcelles Assainies                                                                                 Dakar,5500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0da705de786b99899684db0160990b92/-/horizon-files-prod/ed/picture/q9mjkn2v/83e44b3c0efb3af8de5561c9ce4c17b18ecaa4ca.jpg
D'occasion,Hyundai,2016,Automatique,Ouakam                                                                                 Dakar,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/099f54476d3168b9bc99ed738a3d879f/-/horizon-files-prod/ed/picture/q78wj08m/01ada99980c7759324435c5acb3d4e4d09b0d7a7.jpg
Venant,Ford,2014,Automatique,Nord foire                                                                                 Dakar,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8f7a187e5085878649f14de7b91189c/-/horizon-files-prod/ed/picture/q78wj0p8/2fcb60a370e1d75b7c5d3b225fa03725e68b8d66.jpg
Venant,Mazda,2017,Automatique,Ouest foire                                                                                 Dakar,13500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7af0c5569f740473902c74739e810d13/-/horizon-files-prod/ed/picture/q44n565z/bb9fcb0b320950cf542ad9159f668724da2e75fc.jpg
D'occasion,Jeep,2017,Automatique,Cité Damel                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ffbb2ddb8f81d105f817dae638278b6b/-/horizon-files-prod/ed/picture/qde790e8/e0ca02b9c94c375b80c1fd808290c3c27847f52d.jpg
D'occasion,S,E,N,Nord foire                                                                                 Dakar,3800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e8eb1d679758211a637bcc87811b08a3/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qngppvnr/603162414de2bd25c27f3336458ff8d02c0ffa01.jpg
Venant,Mazda,2016,Automatique,Parcelles Assainies                                                                                 Dakar,7600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c6a64d14823b6cc5075af572a7b67ee/-/horizon-files-prod/ed/picture/q6xddzz8/ea6ebc853375db36cfebe6f2d1af899672d3c607.jpg
D'occasion,Ford,2013,Automatique,Patte d‘oie                                                                                 Dakar,4200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7a58c3b4325698b4927da9589a87129b/-/horizon-files-prod/ed/picture/qrz8r6x9/85e538d79d9d44e4eb673f6ab8cd345645c4c779.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c5352c46010f1a10ae3354b4908c873/-/horizon-files-prod/ed/picture/qgqwmd50/81902a1677637bce83832efcd03403685ea5e5b4.jpg
D'occasion,Nissan,2014,Manuelle,Mbour                                                                                 Thiès,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72664661776e5920c25826426a833cf1/-/horizon-files-prod/ed/picture/q9mj6g9v/9c2386d5f7b9c38652418f578b2cb26deffefbf2.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
Neuf,Kia,2016,Automatique,Cité Damel                                                                                 Dakar,12300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce097a83e5c2d204dd9310e1bce44b7b/-/horizon-files-prod/ed/picture/qpd6xmeq/cd7f894d09336036c3519aec57d66165ad68b8b0.jpg
Neuf,Hyundai,2017,Automatique,Cité Damel                                                                                 Dakar,7300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84102c4e7ff0bba6fd58ffb923ef6e9a/-/horizon-files-prod/ed/picture/qm5g0v8d/6713a59e945b7a74b8cbd2a347b65dd564ab1bb0.jpg
Venant,Mitsubishi,2021,Automatique,Mbao                                                                                 Dakar,14000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe36ed33ca11da5cccb5c9a5c2ac25d0/-/horizon-files-prod/ed/picture/q78wjx6g/3798854ed96a6a579c01195e8a6f63880a8f328b.jpg
Venant,G,M,C,Grand-Dakar                                                                                 Dakar,11900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/624e7c0e6533b6596ed1ea3bd384c401/-/horizon-files-prod/ed/picture/q0gwd9xx/033ef763dc7a63383bfd970481e4f83bbec18d29.jpg
Venant,Mitsubishi,2018,Automatique,Mbao                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b3fba9e95f14f208d622e3a0cb4d956/-/horizon-files-prod/ed/picture/qrz8r6w9/244845b776d62385f19e8e7b778a96389876ac37.jpg
Venant,Renault,2018,Automatique,Ouakam                                                                                 Dakar,12000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb3db090bf494e43859f7c76c2e70be2/-/horizon-files-prod/ed/picture/qenvrppv/60c9bbd82edcdbed51a0cf8f2a7af35f4cbfea6e.jpg
Venant,Nissan,2017,Automatique,Colobane                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac0e428b88817248af45dbe96916f8f3/-/horizon-files-prod/ed/picture/qkr878xp/6e8a27c823ae77065f8c339d73ea7d8489555de8.jpg
Venant,Hyundai,2014,Automatique,Colobane                                                                                 Dakar,4900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6f6299050bf56a58d183695046aa4724/-/horizon-files-prod/ed/picture/q0g7k79j/cb42697b42176da0c903c8bdce7d1e39f945a39b.jpg
D'occasion,Ford,2015,Automatique,Colobane                                                                                 Dakar,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/123f0064cd9b87465dfa69065c09d420/-/horizon-files-prod/ed/picture/qj4q65pv/41f733e90d8ea2553762f130af42cc0b85afd18f.jpg
D'occasion,Chevrolet,2015,Automatique,Guediawaye                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e9eee54318f6de698a1d22f4d773997/-/horizon-files-prod/ed/picture/q9mjwmzp/00f6f1a4bd0dcbdab388f7162676661a54a99b82.jpg
Venant,Kia,2016,Automatique,Parcelles Assainies                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56d6017a913bb46ba1b174566a0c71c/-/horizon-files-prod/ed/picture/q78wm8e5/536897aaee26b46e29bf560bdd05dea6c5f3092c.jpg
Neuf,Range ,Rover,2020,Hann maristes                                                                                 Dakar,35000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bdcf4ab98417d4f6c6b00ac66a9775c1/-/horizon-files-prod/ed/picture/q44n5r58/801e276c23c133f50d92f0a871597a389c77cc95.jpg
Venant,Peugeot,2016,Manuelle,Keur Massar                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30bc6b73c2fa60b55f260f456aa54a39/-/horizon-files-prod/ed/picture/q8v44ge9/745c75b829a38f59063286e19357000a69fae938.jpg
Venant,Jeep,2018,Automatique,Ouest foire                                                                                 Dakar,15500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/984c946cb9306e2329c958d987f537e7/-/horizon-files-prod/ed/picture/q9mjkrjp/1b1addb4c72ef216272367c0d1f70a93d3a86209.jpg
D'occasion,Renault,2015,Manuelle,Yoff                                                                                 Dakar,3500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5f8f895c41b171481a3373cca5016190/-/horizon-files-prod/ed/picture/qgqwmp2e/5b9cb9b194decb8809a5064045f60cde9251635e.jpg
Venant,Jeep,2015,Automatique,Liberte 6                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c1cf8e12b3a15c0ed0a1e4d074230e52/-/horizon-files-prod/ed/picture/q6xdqned/e856dab01b9046a1b168996e34769311ac51a376.jpg
Venant,Peugeot,2018,Automatique,Ouakam                                                                                 Dakar,15500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/340a251c72d45ce11802dcbf914037b3/-/horizon-files-prod/ed/picture/q0g7k8we/c705e27ce928060ba4c3ee2503992e7dac921c15.jpg
Neuf,Kia,2021,Automatique,Cité Damel                                                                                 Dakar,30000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/942b37710c02cecc5dcab33519983fb0/-/horizon-files-prod/ed/picture/qgqwm4w4/fb395acf6631d8756c872564c55bc09186c2f80a.jpg
Venant,Citroen,2016,Manuelle,Keur Massar                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/21adbb8c399b0b9e647d514be981c5d0/-/horizon-files-prod/ed/picture/q78wjx5z/5b4febf99ec56cadff1b468c409554ea77fdfeaa.jpg
Venant,Hyundai,2016,Automatique,Ndiakhirate                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/371a311c71cf7c8d533ccb7da0d2ca86/-/horizon-files-prod/ed/picture/qwepeww0/4f7a4f0a805c6071480c8fc990d1141a2b3886a7.jpg
Venant,Mazda,2016,Automatique,Rufisque                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/767d3f9f2f5e2d364fe022117fb39bd2/-/horizon-files-prod/ed/picture/qngp995z/da3ff94ec3ba928c9279ad51ecf64f7b2e12095a.jpg
D'occasion,Chevrolet,2015,Automatique,Guediawaye                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e9eee54318f6de698a1d22f4d773997/-/horizon-files-prod/ed/picture/q9mjwmzp/00f6f1a4bd0dcbdab388f7162676661a54a99b82.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
D'occasion,Toyota,2015,Automatique,Sicap foire                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74db2ea1c4dd9105f861440d3daef074/-/horizon-files-prod/ed/picture/q9mjkrmp/cf3f2caf64835f1f6cddd41f4258edb6f58c4060.jpg
Venant,B,M,W,Parcelles Assainies                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01721186b84e89b4e5dcd2d8ea3f9947/-/horizon-files-prod/ed/picture/qj4q6p66/41387cd0087f15f58d9fd1bc9b4317b9ad26eb1a.jpg
D'occasion,Ford,2015,Automatique,Point-e                                                                                 Dakar,5300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f64d88235c869d07fbc5af789869f0fb/-/horizon-files-prod/ed/picture/qngpp840/3d5db0fcd94639915e37916ed5397385f91be716.jpg
D'occasion,Ford,2012,Automatique,Parcelles Assainies                                                                                 Dakar,12000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5745a5187ce5e760fece540c258f0692/-/horizon-files-prod/ed/picture/qzvp8z0q/c9d8c3a5b1f4c7deb5a1f59de4968b1f87ca1458.jpg
Venant,Citroen,2015,Manuelle,Parcelles Assainies                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/63d85d94e61cb559233aba041a6753fc/-/horizon-files-prod/ed/picture/q8v4mpr0/dedea6f8cee148689d645dc224201cfc239ae57b.jpg
D'occasion,Hyundai,2018,Automatique,Almadies                                                                                 Dakar,7950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4347b543e9127652e52863baaf307a96/-/horizon-files-prod/ed/picture/qenvvmjk/94329ee143bc3146d9c46b66741061f435840670.jpg
D'occasion,Kia,2016,Automatique,Amitié                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b316264af74e03305af8ea108005937e/-/horizon-files-prod/ed/picture/q2j0jx9k/aac05ab00d35a07ece8907d8adcc13fe7d16ff81.jpg
Réconditionné,Hyundai,2012,Automatique,Pikine                                                                                 Dakar,1450000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9dffe795d1acf07ab50b6325a027e80f/-/horizon-files-prod/ed/picture/qq42z44z/cffdf4ee218b57cafdcffc24a26c713b992788fe.jpg
D'occasion,Toyota,2007,Manuelle,Sacré-cœur                                                                                 Dakar,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95943c6f323bdbf7ef6c75f37a34cbb6/-/horizon-files-prod/ed/picture/qrz8rq7m/2c278b1b876f61adb3dc0db15785f366715f2b34.jpg
D'occasion,Mitsubishi,2017,Automatique,Liberte 6                                                                                 Dakar,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dda79068168a76cbac98002bdb06fc2/-/horizon-files-prod/ed/picture/qzvp6qxq/944f5816c2ab265f4df64442d1decc4b6bde5baa.jpg
Venant,Ford,2016,Automatique,Hlm grand-yoff                                                                                 Dakar,4700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4936537a2b0a7a4db253998403f8d8dd/-/horizon-files-prod/ed/picture/qm5gnv4w/9e940b4fc6933e46fc81d1824649a4f5b43e530a.jpg
Venant,Mazda,2015,Automatique,Sicap foire                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b8db7a63f0b1cccdfa02d5c01ebe769/-/horizon-files-prod/ed/picture/qngp97w0/fdc2987c4e76ed9e0818eb620ddf368adaeb94d7.jpg
Venant,B,M,W,Parcelles Assainies                                                                                 Dakar,17950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d9f1f4330f22ae8d8545aff0a9d1131c/-/horizon-files-prod/ed/picture/q44n508p/a2d6ceba4c6e36a09883a08a5afa68a104ed08e4.jpg
Venant,Peugeot,2020,Automatique,Ngor                                                                                 Dakar,15000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3317cdd7057d2165036908fd40aafba4/-/horizon-files-prod/ed/picture/q9mjk59j/cbb80eef14689a63c0c2f1f6d87974363bde5d8f.jpg
Neuf,Peugeot,2018,Automatique,Colobane                                                                                 Dakar,15000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/80a5383a9c01f47f96b1f42068f90d8b/-/horizon-files-prod/ed/picture/qde790w8/3902f602a7a3fa0d5ff4b778398ece8aa123d24e.jpg
D'occasion,Ford,2017,Automatique,Liberte 6                                                                                 Dakar,11000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a05681b183739769f5c0752dad67ca35/-/horizon-files-prod/ed/picture/qgqwgwkm/9299f9adc2137e7be89ec65cb04ed59d3f8d6896.jpg
D'occasion,Renault,2020,Automatique,Plateau                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1298883e5e503909fdeeb3820d6671d9/-/horizon-files-prod/ed/picture/q56dppn0/2878f1d0655074d221f5c10661926fbd2504dce8.jpg
D'occasion,Mazda,2016,Automatique,Hlm                                                                                 Dakar,7400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5611e96335b643eb9a51e5e5d76f2b97/-/horizon-files-prod/ed/picture/qzvp88r9/6335a0c2fe2d939090925fb80828e31c9783e35d.jpg
Venant,Ssangyong,2016,Manuelle,Parcelles Assainies                                                                                 Dakar,7800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62585d1876a6d74e72ade0179bc75535/-/horizon-files-prod/ed/picture/qxjp82rz/31ed80c1b9d605672ba713cf874dc2439bff68a7.jpg
Venant,B,M,W,Liberte 6 extension                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06f6cc776121d36f38718ec34bda4b4a/-/horizon-files-prod/ed/picture/qzvd878q/a05d250ca3ab1d1842d588423f2f358b80f8ebae.jpg
Venant,Jeep,2015,Automatique,Liberte 6                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07dd8e067628b2ce0473dea7cc5592e2/-/horizon-files-prod/ed/picture/qngp5609/3ac111ac236e252f54f21e67bb5b1fdcb6a433b9.jpg
D'occasion,Chevrolet,2015,Automatique,Guediawaye                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e9eee54318f6de698a1d22f4d773997/-/horizon-files-prod/ed/picture/q9mjwmzp/00f6f1a4bd0dcbdab388f7162676661a54a99b82.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
D'occasion,Hyundai,2019,Manuelle,Cité keur gorgui                                                                                 Dakar,8100000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d351740309669879656743aa83cf27c2/-/horizon-files-prod/ed/picture/qrz8rvmg/3ed2e8dece32d672ac3f14a8fd1a4744a701d432.jpg
Neuf,B,M,W,Zac Mbao                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/da4c1d7d8160733bfaa430055c359472/-/horizon-files-prod/ed/picture/qde7726r/db12a18407a8d049d683d29e06bfc7fe4bec9d01.jpg
D'occasion,Toyota,2015,Manuelle,Bargny                                                                                 Dakar,4690000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/71ab18cc844954ef5f253f78a3151fbb/-/horizon-files-prod/ed/picture/q6xdqk4z/e08bf41b031e56c4f03f70b68d12e5ae50b38e78.jpg
D'occasion,Ford,2017,Automatique,Mermoz                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fc74d0249db33baba33f334307c6f24b/-/horizon-files-prod/ed/picture/qkr87gr2/15c53f52d0d107bea4e82a3f420e33afcab6e556.jpg
Venant,Mitsubishi,2016,Automatique,Plateau                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5865e2386303f10269d932f4627bbad4/-/horizon-files-prod/ed/picture/q0g7k20e/19a0464b8e60a6688b10f5b1e1bc0971ebb77245.jpg
Neuf,B,M,W,Cité Damel                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/916a9d1792a24e83ed62ddbcfc66dfe0/-/horizon-files-prod/ed/picture/q6xd77w6/9a5509cf5f25f10973bc1845e3aaa9913c84495b.jpg
Venant,Mazda,2017,Automatique,Guediawaye                                                                                 Dakar,11800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2df444fd0ecc025ca523ffdea2ac8dee/-/horizon-files-prod/ed/picture/qweprz5m/a6206d31b3bcacb5beeda353465449ac26660180.jpg
Venant,Jeep,2017,Automatique,Guediawaye                                                                                 Dakar,9800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ef8b55b6210937067ccffb74e2041cfd/-/horizon-files-prod/ed/picture/q9mjk8dp/67501a6ca1a9b1ae7318caf42f2064b6f2042196.jpg
Venant,Ford,2016,Automatique,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
D'occasion,Ford,2012,Automatique,Sacré-cœur                                                                                 Dakar,4900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e7a417e329018f79cbfb30d7b51fc19/-/horizon-files-prod/ed/picture/qrz8r2d9/704f4d2b819acc60c38c6ece3257ecd3ac227a12.jpg
D'occasion,Chevrolet,2015,Automatique,Dalifort                                                                                 Dakar,2700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2e3b3405648e4f3d18def96a70477b9/-/horizon-files-prod/ed/picture/qrz8vz4n/e67156437958052df8ddc9be4ea1ceb984a4b855.jpg
Venant,Mazda,2023,Automatique,Grand-Dakar                                                                                 Dakar,12800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cd46eab10b32522034f56fef53909bb9/-/horizon-files-prod/ed/picture/qdekgq5g/851f4a934a3d95dc7a33adbc3c6e05f683d030db.jpg
D'occasion,Peugeot,2011,Automatique,Saly Portudal                                                                                 Thiès,3500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2e5ae4c303883e3e7aad6b70eae344f/-/horizon-files-prod/ed/picture/q78wjvxz/634b8137ead8ac7e2011b308a7770117b8ff4215.jpg
Venant,Ford,2016,Automatique,VDN                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f329b55099be566f4fc3401a43ae421/-/horizon-files-prod/ed/picture/qde7754m/2b2c0ea02cde9c8eb3dfaad2a4dc28d688aaf3f5.jpg
Venant,Peugeot,2018,Automatique,Sicap Sacré-cœur                                                                                 Dakar,16500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb2bbf82fccde8913f0a801fd41d361b/-/horizon-files-prod/ed/picture/qpdmm502/8af9bc93f0da6cdb7f75c953f89bfd325e75fabb.jpg
Venant,Jeep,2017,Automatique,Sicap Sacré-cœur                                                                                 Dakar,9900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b0e4bffe30d21b6b18b07ddac44ee6eb/-/horizon-files-prod/ed/picture/q56dd2d2/c89e610e60735c3274e9d0d8c42f869723d2e160.jpg
Venant,Land ,Rover,2016,Sicap Sacré-cœur                                                                                 Dakar,13800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0dfc1208016f3e7021b99084a546393/-/horizon-files-prod/ed/picture/qpdm64rj/78e529de7b53560e80421282e3083a5e794d6255.jpg
D'occasion,Hyundai,2018,Automatique,VDN                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/589a85e10d36f20cf971e2052748ca0c/-/horizon-files-prod/ed/picture/qm5ggwe9/4415f884a26c5663d88f2eb9b168d793a180aab4.jpg
Réconditionné,G,M,C,Ouakam                                                                                 Dakar,3800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d08e483bd22c76d7b2387ad88b98f390/-/horizon-files-prod/ed/picture/qgqwwe2n/6ef5c8f947254d8e17515b93adb64427ddd67ae1.jpg
Venant,Ford,2016,Automatique,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
Venant,Jeep,2021,Automatique,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
Venant,Citroen,2016,Automatique,Yoff                                                                                 Dakar,7300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d227a9787e3af9b6ccc012606a931f49/-/horizon-files-prod/ed/picture/qkr88z48/923327e2ddf8b5015792c553ceeb62ed3b40a3b0.jpg
