condition,description,address,price,image
VenantHyundai2021Automatique,HYUNDAI SANTA FE 2021 CINQ PLACES,Zac Mbao                                                                                 Dakar,23000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6dad658c8de3f324f5e92024542cd1e3/-/horizon-files-prod/ed/picture/qxjpkwxw/e7911a7392b3c381244baf4331bc389b7c2678bf.jpg
VenantFord2016Automatique,Ford  fusion titanium 2016,VDN                                                                                 Dakar,6700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/59dae7f5cb1e5d402aadc5f1d42cefcd/-/horizon-files-prod/ed/picture/q56d84k5/3db76890e8d136fa405717e7b976d3836b83afce.jpg
D'occasionKia2013Automatique,KIA SPORTAGE 2013,Sicap Liberté                                                                                 Dakar,5700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e43162327f0d16c6af302cb7611d090/-/horizon-files-prod/ed/picture/q2j0nrxg/b56588c9371df38f0e4afedc8a2081524c37cd65.jpg
D'occasionHyundai2017Automatique,LOCATION HYUNDAI ELANTRA,Patte d‘oie                                                                                 Dakar,20000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5cac85a8ec510e543320223f47304d9e/-/horizon-files-prod/ed/picture/qde7jwm4/059f96d2a6039cf97c0e08a90909227d52faa0dd.jpg
D'occasionHyundai2014Automatique,HYNDAI TUCSON 2014,VDN                                                                                 Dakar,6000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dde7a641a3a2a073080e59fe77a717cb/-/horizon-files-prod/ed/picture/q44np0rr/a7242caf07a7190bc357739e2dc0e049ad929407.jpg
VenantToyota2023Automatique,TOYOTA RAV 4 2023,Sacré-cœur                                                                                 Dakar,25000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/85933e7294fc81eaa309380fb97d9e4d/-/horizon-files-prod/ed/picture/qj4q7j95/1f32729d1754a600559ebf43be177f3443873c9d.jpg
D'occasionSubaru2013Manuelle,SUBARU BRZ,Thiès                                                                                 Thiès,16000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b3d9215f05d2de8309ad9cda785d466/-/horizon-files-prod/ed/picture/q9mjdz8j/99ec34f24a08bcc3e853e73da384ef2b9b01320e.jpg
VenantMazda2016Automatique,Mazda Cx5 2016 GS,Ouest foire                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/701e4394ddddc19f1aadf0f6d6f27615/-/horizon-files-prod/ed/picture/q56d84q5/4a71c73aeb1efc53da167ef8971dc0a6dbe66910.jpg
D'occasionMercedes-Benz2019Automatique,Mercedes-Benz CLA 2019,Médina                                                                                 Dakar,7800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/204d7edc58644544d8f00e4b083c0e49/-/horizon-files-prod/ed/picture/qv4exerg/ae283e6b85492771a564762fb5e7af35089e547f.jpg
D'occasionFord2013Tiptronic,FORD ESCAPE 2013,Mbour                                                                                 Thiès,4800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/32403b573d4a9b0d72aa9ede9757e474/-/horizon-files-prod/ed/picture/qzvpjppv/cc648b5acd31b6872e1fd2cba6e7c6bf03c61a59.jpg
D'occasionPeugeot2014Manuelle,Peugeot 508,Zac Mbao                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d19a7c38f260476403ab5fcd7096e971/-/horizon-files-prod/ed/picture/qxjpzgrm/09e34d768a255c229ca33af62fa6f2751d8a837d.jpg
VenantKia2017Manuelle,Kia sportage,Keur Massar                                                                                 Dakar,11000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07de01aa2632609c688b5ad56c0bf0c1/-/horizon-files-prod/ed/picture/qde7n9jj/7545338ec683dd3612ef288e2ead442b2736cca8.jpg
D'occasionRange Rover2014Automatique,range sport panne moteur,Parcelles Assainies                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84a6bb8bff23f9f8d0b83b5353b53981/-/horizon-files-prod/ed/picture/qv4w9x78/9ee0e69205ad56c813a3ec3d86ae9fd8a7b55ae9.jpg
D'occasionToyota2003Manuelle,Taxi carina 2,Guediawaye                                                                                 Dakar,3700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a97a0ca1f466602703392af0d80542e/-/horizon-files-prod/ed/picture/qq42vkmk/e6f162bffaa36009e282bd2b8cb046a970117e8f.jpg
VenantHyundai2015Automatique,Hyundai grandeur  2015,Fass                                                                                 Dakar,5700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fbc27972db81c98fa016dc02628e338c/-/horizon-files-prod/ed/picture/qq428d86/023d008f84afbe0c54c25c19a5f03f609966da8e.jpg
NeufKia2016Automatique,Kia carnival 2016,Guediawaye                                                                                 Dakar,95000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/55b1413b4d9f29b5ff24a9e3477efc8e/-/horizon-files-prod/ed/picture/q8v4n92r/46f73de076743ccbef79ee24b575de09fc3167f4.jpg
D'occasionFiat2013Automatique,Fiat 500 2013,Liberte 6 extension                                                                                 Dakar,4495000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/19e18386c4c0a736f3202e182d853abe/-/horizon-files-prod/ed/picture/qrz80nmq/d3a4048928b208fd21eecd9c7e3624e52af8919e.jpg
VenantMitsubishi2018Automatique,Mitsubishi rvr 2018,Fass                                                                                 Dakar,8950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/933e7eac2678e1126b42cf4d1ca15c8f/-/horizon-files-prod/ed/picture/q0g702zk/cadfec701b8a8bf1ebb28f5959158b61419d692a.jpg
D'occasionMercedes-Benz2015Automatique,Mercedes-Benz Gla250 2015,Sacré-cœur                                                                                 Dakar,11000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/878033648e28b6bd0447bd74de96ddff/-/horizon-files-prod/ed/picture/qde72g0w/e13b440cb98501c840ae45a958b92e0d4705c38c.jpg
D'occasionRenault2020Manuelle,RENAULT TWEEG 2020,VDN                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cdb4b0ec380b11080032b5e98c67dd3b/-/horizon-files-prod/ed/picture/qgqwdv8e/16964ee9639d2388931ece70965b51f14cb9363f.jpg
VenantHyundai2019Automatique,Hyundai Tucson 2019 version 4x4,Guediawaye                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f258a12fef726c9a9b73791d864e1450/-/horizon-files-prod/ed/picture/q8v4xzgn/11bc00a2c941e31fdc1bdd44be9bb64ba541fa58.jpg
VenantHyundai2017Automatique,Hyundai Tucson 2017,Guediawaye                                                                                 Dakar,9800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bec91f82837be0b4db5aa6af7ef57b6d/-/horizon-files-prod/ed/picture/q78wr7g5/6704bec291cf017fcf44a2772bf6fd2c47b88e98.jpg
VenantJeep2014Automatique,Jeep Cherokee,Pikine                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/988c4a2a8bd643f7e8b8676f04da9135/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q2j0gnpq/0b777f331b7b7881c273280cd616db30cad64830.jpg
VenantChevrolet2017Automatique,Chevrolet trax 2017,Guediawaye                                                                                 Dakar,7200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d549ca261ac973c783aa754339a37f23/-/horizon-files-prod/ed/picture/q9mj68nv/ceb796729d8e769d67197027575e91f2a97e52bc.jpg
VenantToyota2018Automatique,Toyota RAV 4,Dieuppeul                                                                                 Dakar,11950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3704f92cfcfdb969160ae81e15d16456/-/horizon-files-prod/ed/picture/qenv950j/85d4564fc559ad780c423e2e52ad23069981aee8.jpg
VenantKia2018Automatique,Kia Sorento,Dieuppeul                                                                                 Dakar,9850000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1765d8859f55a7da446fde5be3781c75/-/horizon-files-prod/ed/picture/qngpzzpw/15ccbe829c78ba033484760007c22bc8a2c33eb7.jpg
VenantHyundai2016Automatique,Hyundai Tucson,Dieuppeul                                                                                 Dakar,9700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6cf0eff6b286c0b75876979cd0f73ea5/-/horizon-files-prod/ed/picture/qq42z4ze/d6d7e843a8db800856154a0747365f6508d8d4b0.jpg
VenantHyundai2018Automatique,Hyundai Santa fe,Dieuppeul                                                                                 Dakar,8950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd7f510e02f4030d39e6d091b0382514/-/horizon-files-prod/ed/picture/qrz804d2/d26769b14eec1971ebc9c3d25aea74af1113beb4.jpg
D'occasionSuzuki2013Manuelle,Grand Vitara GLX,Almadies                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad7e89db6d50ee21330583abdeaba13d/-/horizon-files-prod/ed/picture/qv4wq2wj/c9e098fb4e23da3a65af35cf133f4486d91317b9.jpg
D'occasionMitsubishi2011Automatique,MITSUBISHI outlander Année 2011,Hlm                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/277f481cc8bdf3f17756a7339a3107f6/-/horizon-files-prod/ed/picture/q9mj68jv/68f92a62d6c01b3280eda275bb72d3e9c539f727.jpg
D'occasionFord2014Automatique,Ford Explorer,Liberte 6                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ba23153d31cea0142cd68484e6ca18e6/-/horizon-files-prod/ed/picture/qenvdj5j/ea0ab1a70c5b123daeec2cf0aa9468b80279fed3.jpg
NeufJeep2016Automatique,Jeep Cherokee,Liberte 6                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4bc5cbc4846f85a2702150d6527c734e/-/horizon-files-prod/ed/picture/q8v4nx9n/d9c20c56a054b0786731c624507449b17c9a4e66.jpg
D'occasionHyundai2017Automatique,Hyundai Tucson 2017,Liberte 6                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ceb281cd20681fcf34274d585e3a872/-/horizon-files-prod/ed/picture/q9mj6md6/4afe84cfe292fe5b56ca689dc723f10a5745e80f.jpg
D'occasionFord2014Automatique,Ford Explorer en bon état,Zac Mbao                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d1e9a83edf1746845590a720dc80105/-/horizon-files-prod/ed/picture/qwep5enz/106fd8f5837e0b5e5409bc2cca9f6ab2985faa5c.jpg
VenantMitsubishi2018Automatique,Mitsubishi outlander,Parcelles Assainies                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6792dec5cf44c7c368f53ef795b0bda9/-/horizon-files-prod/ed/picture/qpdm0w5v/e1a2ca3e9a6dbcf217dce40f855cc24472931900.jpg
D'occasionPeugeot2013Manuelle,Peugeot 308,Parcelles Assainies                                                                                 Dakar,3500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06b15a890bf1ff0a83c78bf95bc83cdb/-/horizon-files-prod/ed/picture/q0g70g9z/ed4e0a9cb6a6cfbadb293e75e2557dded79af504.jpg
D'occasionHyundai2017Automatique,Hyundai Santa fe 2017,Sicap foire                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46983b74f512bb0b5078cbf5ed493f47/-/horizon-files-prod/ed/picture/q9mj6mw6/580d3f40e42b7158e54ff2c049ef33c423530427.jpg
D'occasionHyundai2021Automatique,Hyundai santafe 2021,Sicap foire                                                                                 Dakar,23000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc520a097d8fb497204b7f229fa07025/-/horizon-files-prod/ed/picture/q8v4xvn7/472b718a43492b33b265a9d518fb12da66d60b3e.jpg
VenantHyundai2017Automatique,Hyundai Tucson 2017,Parcelles Assainies                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c9aba1829bad40a54b7a0f1caedc1f44/-/horizon-files-prod/ed/picture/q44nq47v/3444a72c6c24956afebfe9eb2bbebf1433bed1c5.jpg
D'occasionToyota2015Automatique,TOYOTA PRADO VX 2015,Gibraltar                                                                                 Dakar,15500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6dc399b732956c6cc3807a28bd35182/-/horizon-files-prod/ed/picture/qzvp5v6r/25aeb617a41fde20f7cdad6f0cbc584564a09cd8.jpg
VenantHyundai2019Automatique,Hyundai Santa Fe LIMITED 2019,Rufisque                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/841febea7570ab3aa875a747d9eab687/-/horizon-files-prod/ed/picture/qwep5e50/09311aeb7574331f8cf79130eb1ecac5dad5da98.jpg
VenantKia2018,Kia Sportage,Avenue Bourguiba                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/21a483115385a3f87a3c15e3dceedc01/-/horizon-files-prod/ed/picture/qm5g957d/6c9dff7fc04101412067ac13dd29dfd289867eaa.jpg
VenantToyota2021Automatique,TOYOTA LAND CRUISER VX 2021,Sicap Sacré-cœur                                                                                 Dakar,44000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a6e4c6a46e510882b3e52491d5b67777/-/horizon-files-prod/ed/picture/qv4wqz9k/42ba351581d1e2bc59f7cd8530e50ac2af05ade2.jpg
VenantKia2017Automatique,KIA Sportage 2017,Sacré-cœur                                                                                 Dakar,11300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f0c1a0d1771e62372d6c33bb5e4a54a5/-/horizon-files-prod/ed/picture/q0g70gzz/9fb5af4ac3b43604c5fb66aac0a06d3b1a13ed1a.jpg
VenantToyota2017Automatique,TOYOTA RAV 4 XLE 2017,Sacré-cœur                                                                                 Dakar,15400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8048c1203779d3bd9ea16dc03c1b4c7a/-/horizon-files-prod/ed/picture/q6xd4xmv/01c334f04e98e24cb9b9575a9f1b7c579ad1a532.jpg
VenantToyota2017Automatique,TOYOTA RAV 4 LIMITED 2017,Sacré-cœur                                                                                 Dakar,15500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7b4166acba8db3194fbbeba8200fce7/-/horizon-files-prod/ed/picture/q56d865p/ea8876d58aa9b04d342935fdd5d42e8e08ab1ba6.jpg
D'occasionKia2015Automatique,KIA SORENTO 4WD,Keur Massar                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9253d3ff6da57325c1f5b3236bd08fdd/-/horizon-files-prod/ed/picture/qrz877xq/409c22f685ae3c539da72d141b6534a3cedce7db.jpg
D'occasionLand Rover2016Automatique,Ranger discovery,Liberte 6                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e0f6e0c5cef374c4a2538d05c58bb73/-/horizon-files-prod/ed/picture/q6xdmzdz/12d4e4112914cfa7db7b8592cb6cc37d3fbe0d7d.jpg
D'occasionFord2013Automatique,FORD ESCAPE 2013,Yoff                                                                                 Dakar,2350000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10cc73ac46ebb2bc93302589ba25b9df/-/horizon-files-prod/ed/picture/q6xdkmqz/600125ef61219c1a996a9afaa87cc1f0a270ccf1.jpg
VenantMazda2017Automatique,Mazda cx5 GT,Yoff                                                                                 Dakar,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c5734590e3862d58e2fbc20aa19529d/-/horizon-files-prod/ed/picture/qj4q745w/eebd23774925bd460c7b82555695d73cc6c63021.jpg
D'occasionRange Rover2018Automatique,Velar très bon état 2018,Ouakam                                                                                 Dakar,23000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/00926d26bd310fea9ad22c821f6f4c30/-/horizon-files-prod/ed/picture/qxjpejgw/54196b5158f1556ea4d5ec343f7ed739e6660c8c.jpg
D'occasionMercedes-Benz2016Automatique,Mercedes c300,Ouest foire                                                                                 Dakar,9200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/897c72a8d598fe71a41a5f1cf4b64bcc/-/horizon-files-prod/ed/picture/qpdm7e04/dd3f23d4b3d634585c2b0db8160f964b939f37c2.jpg
VenantPeugeot2015Automatique,Peugeot 3008,Keur Massar                                                                                 Dakar,6200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f68fe8b914a36f5b2df091f580df7b9f/-/horizon-files-prod/ed/picture/q78wm2rx/544ba562f224da3f73eeb80872fadd5db501a9aa.jpg
D'occasionKia2013Automatique,Kia Sportage 2013,Fass                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03e5a963cf4b133afeb35b2faee6f787/-/horizon-files-prod/ed/picture/qpdmqd0q/c9d3858ad89f03a65006d99bd91b71feb3ad126b.jpg
D'occasionMazda2018Automatique,Mazda cx-5 GT 2018,Sicap Sacré-cœur                                                                                 Dakar,13500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab47a3acafbb91e95acd0407d44ccc04/-/horizon-files-prod/ed/picture/qgqw0xn2/b586f4512a77b40ae2c912e3dd066e8aa9656978.jpg
VenantHyundai2017Automatique,HYNDAI SANTA FE SPORT 2017,Sacré-cœur                                                                                 Dakar,10 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/29a5eec49a8f0cb761686717418924c2/-/horizon-files-prod/ed/picture/qpdmqdgq/b9a0288738a267d153599e0a49a20a6c53e8f970.jpg
VenantKia2016Automatique,KIA SORENTO 2016,Sacré-cœur                                                                                 Dakar,10 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e47f1edfa4d2512485a1401ce662ff0/-/horizon-files-prod/ed/picture/qrz84zrn/5455a22ce3cc0de497fad9db837aae674831752d.jpg
D'occasionChevrolet2013Automatique,Chevrolet Malibu 2013,Plateau                                                                                 Dakar,3300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf88e47e6b6a1a6b1adff27c0d7da180/-/horizon-files-prod/ed/picture/q78wr85e/d826804403c50909e53c3810512b0766b33af3fa.jpg
D'occasionJeep2015Automatique,JEEP GRAND CHEROKEE OVERLAND,Liberte 6                                                                                 Dakar,10100000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f0664997c2ee23c06a646220eb52967d/-/horizon-files-prod/ed/picture/qrz8jqzq/24dbf06569d0dd40cae429698ca141f7299d8e1a.jpg
VenantHyundai2017Automatique,HYUNDAI TUCSON 2017,Guediawaye                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9753c8dc346eb4168b220daef1bb1925/-/horizon-files-prod/ed/picture/qj4q74qw/aa0c158720d5a343709a141f0bd41c5f047916c5.jpg
VenantChevrolet2017Automatique,CHEVRELET TRAX 2017,Guediawaye                                                                                 Dakar,7300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c7962c76ac83132fd07a30ccafca17e4/-/horizon-files-prod/ed/picture/qm5g95gj/420e399c3886cedc3d75632d8049a95e39898f88.jpg
D'occasionToyota2016Manuelle,Toyota Prado 2016,Almadies                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb615b51cd54c28bd183c50015ac4a74/-/horizon-files-prod/ed/picture/q6xd50dd/c72934128b6168646ca932bcab1fcee056ae5c42.jpg
D'occasionMitsubishi2020Manuelle,Mitsubishi L200 DI-D,Avenue Bourguiba                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b63b429fe8ab1cde761e284185cc165/-/horizon-files-prod/ed/picture/qxjpedgn/a0e8060c5a2ffef0256fa63f92e6df8a8fa73152.jpg
RéconditionnéFord2020Manuelle,Ford Ranger,Keur Massar                                                                                 Dakar,15000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fa0e1828ec162c56c6e5117cf68bb4b3/-/horizon-files-prod/ed/picture/qde7jekw/eab16dde8426b976bb4a3beb9f55fbaf13fdf843.jpg
VenantCitroen2017Manuelle,Peugeot Partner,Parcelles Assainies                                                                                 Dakar,5800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/268e25c0a3993db93644df7a1da42ae7/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qenvjnqv/4ee2d76a5433f5dbb3fe0a504dfaa5120219975f.jpg
D'occasionHyundai2013Automatique,Huyndai Santafe limited 4x4,VDN                                                                                 Dakar,5900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/147bbc701645a4dee0c686308e4e91a7/-/horizon-files-prod/ed/picture/qenq87v2/e0e5ccfdcf247df64a693bdc5977b45a42c9d23f.jpg
D'occasionBMW2013Automatique,Bmw x5 Diesel,Golf                                                                                 Dakar,4900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b01263508dd571552c8de7db55d86fb/-/horizon-files-prod/ed/picture/qngpzg2e/ea7eac4dde5255effb63bcb93658fe7e9bb63e0a.jpg
D'occasionRange Rover2015Automatique,Ranger Rover evoque,Golf                                                                                 Dakar,5900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7dad1f6194bdc1101071cfaf1af7e37b/-/horizon-files-prod/ed/picture/qv4wqxw5/16c91f22a0371cbe9310e20b7f9252cabe0a3e5e.jpg
D'occasionFord2016Automatique,Ford edge,Sacré-cœur                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/915e418b1e7ec92d447c357c139c3c23/-/horizon-files-prod/ed/picture/qq4284dk/0419a3fa5d86980ba9e007a4f027ed9c098257bd.jpg
VenantCitroen2018Automatique,Citroën C3 aircross 2018,Rufisque                                                                                 Dakar,9750000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/607d715a2125c434ad94d4e6459fec17/-/horizon-files-prod/ed/picture/q0g7w48k/575676f76376b1986fa318aec1328a64fcb88a8f.jpg
D'occasionFord2016Automatique,Ford Focus 2016,Cité Damel                                                                                 Dakar,4300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4837f32304560b5124915c51a113150/-/horizon-files-prod/ed/picture/q44nremm/921c1a49dedd6f814cdcdded14e10ad7d0db14d5.jpg
NeufMazda2017Automatique,MAZDA CX5 annee 2017,Guediawaye                                                                                 Dakar,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a69c426ed268650f2a5ca47646190dac/-/horizon-files-prod/ed/picture/qenvjnnv/bff558f0c9689030c0fa3ce40649e966abe8067a.jpg
D'occasionBMW2011Automatique,BMW X3 2011 Diesel AWD,Yoff                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d9fe26c42b10c03e0f5457b2800fb40/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q56d866x/579fdc5689b396c3dc74ce291dc1f88131e5db64.jpg
D'occasionPeugeot2021Automatique,PEUGEOT 2008,Hann maristes                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0969e3e35f8e0d5b9451d81fe3f6e66e/-/horizon-files-prod/ed/picture/qde7jeew/098ce1bd472db8acaa3faf50df424c5b66fd99fc.jpg
NeufJeep2016Automatique,2016 JEEP CHEROKEE LIMITED,Almadies                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8cbcef2689f0d74fb0682b0656cf2b6c/-/horizon-files-prod/ed/picture/q44nmz6z/f7026658b16bef6b0a55785db4d54e89e03a3af4.jpg
D'occasionGMC2012Automatique,GMC TERRAIN 2012,Yoff                                                                                 Dakar,2250000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/671dc0351f1b12778d44ef62a602be57/-/horizon-files-prod/ed/picture/q56xekde/09172cd7970656647c31c67d93d91a51c77a99d9.jpg
D'occasionFord2021Manuelle,Ford ranger 2021,Cité keur gorgui                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83ba18d8cd7d03ccabefe19b9de7c808/-/horizon-files-prod/ed/picture/q6xd5pw8/3dbb91f5ec537b95c82395f581d1f44383887eee.jpg
VenantJeep2017Automatique,Jeep Cherokee limited,VDN                                                                                 Dakar,9000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/990b077899424bf750b57f2d91c33967/-/horizon-files-prod/ed/picture/qm5g9m82/e95410a97b9c6177c27ee294e207ee235e0b0e35.jpg
D'occasionFord2013Automatique,Ford escape,VDN                                                                                 Dakar,4100000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d74caf98ea6748f7719667986cc852e/-/horizon-files-prod/ed/picture/qxjped4v/5dde110a67d6a3fe0632f8001a6d9c82298b09a6.jpg
VenantRenault2016Manuelle,Renault kangoo 2016,Mermoz                                                                                 Dakar,5450000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b9854efc732620b7e462da2cad822d7/-/horizon-files-prod/ed/picture/qq42g4d6/e8911822c5f32cb85c2c9e1b0751c9672394c3cd.jpg
D'occasionBMW2008Automatique,BMW X5 E70,Hann maristes                                                                                 Dakar,5000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb73f8572708b4cc9a7aa7b5c1ec56d9/-/horizon-files-prod/ed/picture/q6xkp776/bb9c48ae4bca6f824dcf90945ceb3d92955f99d6.jpg
D'occasionHyundai2014Automatique,HYUNDAI AVANTE 2014,Zone de captage                                                                                 Dakar,4400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b99c64ce88bca194813e980cb20f5079/-/horizon-files-prod/ed/picture/qngpn5nw/df619c99a459e90bb85b8faf0d332e842999e7a4.jpg
D'occasionMazda2017Automatique,Mazda Cx5 GT,Avenue Bourguiba                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4a92f9eb127cd08bb331af7b42203ce/-/horizon-files-prod/ed/picture/qkr8vmwx/afe96075ceb0053b5559bc77cc078e213ffc0897.jpg
D'occasionMitsubishi2017Automatique,Mitsubishi Pajero 4x4 Pajero sport,Mbour                                                                                 Thiès,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/68932e9b50284ed6963c1b3f3155cae3/-/horizon-files-prod/ed/picture/qm5g9mz6/4e3dd6fca5ae27f33baaf6446b705506ca062d2a.jpg
D'occasionHyundai2016Automatique,Hyundai tucson,Colobane                                                                                 Dakar,6800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb6389732fbae6cc9249b0b5b0c2163f/-/horizon-files-prod/ed/picture/qm5g4ge2/aff94ffccd13118a7a623301be3c33840bb16093.jpg
D'occasionDacia2008Manuelle,Dacia sandero,Golf                                                                                 Dakar,2400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/33f2665a9592fd91c32267d527344c1b/-/horizon-files-prod/ed/picture/q9mjdgrw/845127b729ffef8d427c9f79f16b6d6a1c2f4b82.jpg
D'occasionToyota2011Manuelle,TOYOTA LAND CRUISER 2011,Sud foire                                                                                 Dakar,12950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/848e424bef1ecfa8c5da6f2b8023d157/-/horizon-files-prod/ed/picture/qm5g9mkw/9b2674571d0ca76ddeccc20d28fa57de13bea306.jpg
NeufNissan2015Automatique,Nissan Altima 2015,Rufisque                                                                                 Dakar,4400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7624bf678160703691a485c9a76e43d/-/horizon-files-prod/ed/picture/qpdmqpe2/4bc792dede8ae23d0683017600637f420077cd31.jpg
