condition,description,address,price,image
VenantRenault2017Automatique,RENAULT QM6 2017,Cité Damel                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67299161e8316973b327be822c8490fe/-/horizon-files-prod/ed/picture/qwep5wmg/53d787a33e62a9f45ee794a2a36d7107af2224ff.jpg
VenantRenault2016Automatique,RENAULT QM5 2016,Cité Damel                                                                                 Dakar,8500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c5fc2cbe72cfea0e0f5a0b6748d08d91/-/horizon-files-prod/ed/picture/qm5g9j89/62187799d3bfb932da146cba8a3ec7d246415295.jpg
VenantFord2017Automatique,Ford explorer 2017,Mbao                                                                                 Dakar,11500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/845175ff8b263b4dbb2250439170b8f0/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q2j0828j/acb2fbf07723bba4219d4b1d754a9c9a7499737c.jpg
D'occasionFord2013Automatique,Ford escape 2013,Ouest foire                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/966a8e96626d886e64ba282547d85896/-/horizon-files-prod/ed/picture/qxjpek5z/44e51b6cf33e6437027ebf4eb0c16f182b3646f9.jpg
VenantKia2017Automatique,KIA SPORTAGE EX 2017,Cité keur gorgui                                                                                 Dakar,9900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/652af8bb9a36da9061804b5de457858a/-/horizon-files-prod/ed/picture/q8v4dx69/ef6ba184dd597d58eb284ddecb777ff08f9b3ed6.jpg
D'occasionGMC2013Automatique,GMC Terrain 2013,VDN                                                                                 Dakar,5300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9bd3ac96d1e4508a917c55145a7960da/-/horizon-files-prod/ed/picture/qxjpekv4/31964bd6bb410d15053e2410fafb44465f3e2407.jpg
VenantFord2016Automatique,FORD FUSION,Cite Mixta                                                                                 Dakar,5200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8db199ab84a85e5b38edaf658f3361/-/horizon-files-prod/ed/picture/qxjpxnn0/e5a75d7c5b3ee21342fe26fd2f8282798932a444.jpg
VenantMazda2018Automatique,MAZDA CX-5 AWD 2018,Sacré-cœur                                                                                 Dakar,13500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ebc81614c467e41b09e1c27de4fffee/-/horizon-files-prod/ed/picture/q8v4n2kr/b02351a8492de0a56c8652ae15891b671f01d859.jpg
VenantChevrolet2016Automatique,Chevrolet Trax 2016,Nord foire                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a7af4d3325559aee3e62578bfb87a9f/-/horizon-files-prod/ed/picture/qngpn0qr/a23b2ae9524df7545742901caf075e587959ea37.jpg
NeufNissan2018Automatique,NISSAN QASHQAI LIMITED 2018,Sicap Liberté                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/987d12964b76a618a5f481ebaed9abfa/-/horizon-files-prod/ed/picture/qq4285ke/9b6497b8e35f429685738e64e3f62225937a2db5.jpg
VenantMitsubishi2016Automatique,Mitsubishi Outlander Sport,Dieuppeul                                                                                 Dakar,8200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/116ce7ea762f8eb79a6d56509f5d0f8a/-/horizon-files-prod/ed/picture/q9mj6rvp/586604653a868b9a707f3cada11c2003f0b19146.jpg
VenantAcura2016Automatique,Acoura rdx 2016,Ouest foire                                                                                 Dakar,15500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62f32b2dc1af46fbd227e8e275e85124/-/horizon-files-prod/ed/picture/q9mjdp7w/ab1fd216be3ae1957ac9b710a1de036d6dec0da1.jpg
D'occasionToyota2019Automatique,Rav4 année 2019,Ouest foire                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a32ab5f2f453637c5ebca250356fc3b/-/horizon-files-prod/ed/picture/qv4wq2zg/cea8c42b6409f5e13879d2d5b6ddf6412e3ca247.jpg
D'occasionHyundai2017Automatique,Hyundai elantra 2017,Derkle                                                                                 Dakar,5900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70970bdf341d342268c6fcfef4e215f8/-/horizon-files-prod/ed/picture/qde7j2wm/0e6128c0237141d771bdbaf745c8fafa44ba60fa.jpg
VenantHyundai2021Automatique,HYUNDAI PALISSADE 2021,Sacré-cœur                                                                                 Dakar,28500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72917eb1873c14872438e5a60c9a288c/-/horizon-files-prod/ed/picture/qgqwjd6q/5dfa61c350d16fdd5249a9288b0ded12fcbb7f0c.jpg
VenantHyundai2018Automatique,Hyundai Tucson 2018 diésel,Sacré-cœur                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/23e55b2701d2f0ce38af6754f42b9f37/-/horizon-files-prod/ed/picture/qwep8wd0/e83597247ecc5e2f5b6ed51b44944c8f86613914.jpg
D'occasionNissan2009Automatique,NISSAN ROGUE 2009,Hlm                                                                                 Dakar,5000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2b0f1b1293dd24fde9768c5c620bef2/-/horizon-files-prod/ed/picture/qm5g4xvm/5a1da5369148a47410809f299c2f85bf90bc7669.jpg
VenantJeep2021Automatique,Jeep Grand cherokee L limited 2021,Point-e                                                                                 Dakar,42000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac9a9b78494c4ab61974a829f31d1893/-/horizon-files-prod/ed/picture/q2j0ge22/492e7635d6ca5b2184f2eafd3f29c5c1434e1a8a.jpg
VenantNissan2016Automatique,Nissan Qashqai  2016,Sacré-cœur                                                                                 Dakar,10000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01044103ffbb3d99169f6c2ca0a42fb5/-/horizon-files-prod/ed/picture/q0gwvedw/24af77741474f2bd192ce30ac783e34e76092adc.jpg
VenantMazda2017Automatique,Mazda CX5 2017,Sacré-cœur                                                                                 Dakar,13900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/66075b4770dbb3b06ef6042245fc9297/-/horizon-files-prod/ed/picture/q9m97kz6/d55b7bd4759e1cf997a8e62ed748e1d0abe34dae.jpg
VenantMitsubishi2018Automatique,Mitsubishi RVR /outlander 2018,Sacré-cœur                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/058f8058a7484eaf244b11c7dd359a3a/-/horizon-files-prod/ed/picture/qngpzn5g/c074c4aaa0bc6d61f5227e445359256288a45815.jpg
VenantHyundai2016Automatique,Hyundai Elantra 2016,Sacré-cœur                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d1dfe99c2d5fbfd3abd85bd78457f62/-/horizon-files-prod/ed/picture/qxjpzxjq/0f2ee3d3a88b5a3c087cf16c72c903b5dd07cc4d.jpg
VenantFord2016Automatique,Ford fusion 4/4 SE 2016,Sacré-cœur                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35ac7437bbf7f98bcec6b052e0a6d07b/-/horizon-files-prod/ed/picture/qj4qwzn4/4d2e8747c96e443d09b54259d7be88a2c9e4c309.jpg
VenantToyota2017Automatique,Toyota Rav 4 2017,Sacré-cœur                                                                                 Dakar,14500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28c9f346f401e1d0c230a7f612d2c789/-/horizon-files-prod/ed/picture/qgqw4j2e/e47b9b810a5c7bfd07610a9adb5dc7950e75df29.jpg
VenantMazda2016Automatique,Mazda 6 GT 2016,Sacré-cœur                                                                                 Dakar,7950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ad23b02be600d27434aecb2ab1e634b/-/horizon-files-prod/ed/picture/q56d64dx/37835656a52a125cd43c7b90a6b898ba740e6126.jpg
D'occasionSeat2011Manuelle,Seat  2011,Pikine                                                                                 Dakar,3600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42663a00fde39e809f93878009c6c556/-/horizon-files-prod/ed/picture/qkr8vxn5/7c1baee746c208a123a19a050d2fa7ebf7a890b9.jpg
D'occasionBMW2017Automatique,BMW X3 2017,Patte d‘oie                                                                                 Dakar,14000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/611342a465098ce914ea7a387fe13c65/-/horizon-files-prod/ed/picture/qq427r9j/025d47f05c9dbfad33d871bf3d09e285978a0c26.jpg
VenantFord2016Automatique,Ford expédition  2016,Liberte 6                                                                                 Dakar,18000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/56535a699a2d0936ef2063b4631b4b4e/-/horizon-files-prod/ed/picture/qv4w5k05/62165c44ffba0ea8bfee8676989e041cadd1545e.jpg
D'occasionHyundai2017Automatique,Hyundai santafe ultimat 2017,Cambérène                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f1651cd9b56bb4948a41d3d4ab238d6/-/horizon-files-prod/ed/picture/qngpnjkv/9e290f25eedfebd37dd7fde9afa46a2c68ccfcdd.jpg
D'occasionBMW2014Automatique,BMW x3,Nord foire                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10430686beed936d17c561c07e2fe98e/-/horizon-files-prod/ed/picture/qngp2z9g/24c4a3c1bf999a949dca35e73ddaea57ad0f23ec.jpg
D'occasionRange Rover2016Automatique,Range Rover evoque,Nord foire                                                                                 Dakar,14000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/00e8a027da49b066d0249ea86bfd997d/-/horizon-files-prod/ed/picture/qenv28mv/20fbe61e1fc1748fac70465375930a5b070bca28.jpg
VenantMercedes-Benz2015Automatique,Mercedes-Benz  2015,Autres                                                                                 Autres,40000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/69f39bddf46fce221dd334cfd48dda2c/-/horizon-files-prod/ed/picture/qenv594j/802300c07603b727ab6610a9ccb4657816e4b818.jpg
VenantMitsubishi2016Automatique,Mitsubishi Outlander Sport 2016,Ouest foire                                                                                 Dakar,8300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1305e8827245c691dc8078f5497b4b89/-/horizon-files-prod/ed/picture/q2j07gr6/4a9c4c2740da2a09d00f3440cbfcfd096718c644.jpg
VenantHyundai2019Automatique,Hyundai Kona 2019,Ouakam                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/276b990f282e5ab3981087544044a70a/-/horizon-files-prod/ed/picture/qgqwjd00/147875b232010770cb71e8f3c127f195a7c41d47.jpg
D'occasionFord2015Automatique,Ford fusion 2015,Liberte 6 extension                                                                                 Dakar,4250000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a013bd593ce359bbd3f3ec20d18f6bd3/-/horizon-files-prod/ed/picture/q78w9q6e/c7e7ec642ad04afba536c44f18c3d62e50d8780f.jpg
D'occasionPeugeot2014Manuelle,Peugeot 508 année 2014,Hann maristes                                                                                 Dakar,3400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7f603ff5dc6ccdf838c8f46dc5bd213/-/horizon-files-prod/ed/picture/qv4w5kqm/6db9f9c29c86e64f8f712dd5d3295adb20725310.jpg
D'occasionHyundai2016Automatique,Hyndai santa fe 7 places 2016,Cité Damel                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c61b170f5b916122c823db869b7eaa24/-/horizon-files-prod/ed/picture/qv4wmp6w/00199a8b37d144f1491671c4fc0baf927df6f591.jpg
VenantRenault2016Automatique,Renault QM6 2016,Sicap foire                                                                                 Dakar,12500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a9030859fed8d20b8caa3e9b26e9c3e/-/horizon-files-prod/ed/picture/qkr8vx2v/8a9d51fd9656deb4d7206e1ee094c2df6bd9c038.jpg
VenantRange Rover2017Automatique,Range Rover Sport 2017,Sicap foire                                                                                 Dakar,26000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7bc79b5a67649ed437486bc45909b4bf/-/horizon-files-prod/ed/picture/q8v4x9np/81e5864a03e9b088d83cfde351804c118aaffde0.jpg
VenantJeep2013Automatique,Jeep Grand Cherokee Oberland 2013,Yoff                                                                                 Dakar,7500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f1e218d28c341f81ba7f0e3139f1c1d6/-/horizon-files-prod/ed/picture/q78wr0gn/3a5dac34e8191f3bf6fc3d47d013faadadc8f372.jpg
D'occasionFord2018Automatique,Ford Focus 2018,VDN                                                                                 Dakar,3950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d87efc474a3a7fe65f823a85b2042ce/-/horizon-files-prod/ed/picture/qgqwjm0n/a2c02d79e9cf0220d150872989e41303782bdca1.jpg
VenantPeugeot2016Manuelle,Peugeot 2008,VDN                                                                                 Dakar,5850000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2429e175b8ef5084889f9ed96c8a6fb/-/horizon-files-prod/ed/picture/qenv25p9/e8ae894276166d4db463981e42aeab446c58b0d5.jpg
VenantHonda2019Automatique,Honda accord 2019,Parcelles Assainies                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b85d84f867bb4cfca676715a083509b/-/horizon-files-prod/ed/picture/q6xd4v5g/da47618da3cdfe8de80822c76d82896c17973565.jpg
D'occasionBMW2020Automatique,BMW X3 40i Xdrive 2020,Cité Damel                                                                                 Dakar,20000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b22a2012d76373b1c7e8ce8d525f7acc/-/horizon-files-prod/ed/picture/qq42gegv/f436b8baa7957d4e2620e57199652bf7b5f82dbd.jpg
D'occasionFord2013Automatique,ford edge,Parcelles Assainies                                                                                 Dakar,3700000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/651f397327b2b5d5529c7ebf946da6ae/-/horizon-files-prod/ed/picture/qq42gvre/cd40359b879cce7e65d2f6b5afb9a6c1d4be0a82.jpg
VenantKia2017Automatique,KIA SPORTAGE 2017,Liberte 6                                                                                 Dakar,8900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/45e0d30fd4f5fdb5961b2bac3e0a3bc4/-/horizon-files-prod/ed/picture/q6xdm89z/c40e38108535c90c7de2d103810559df04829028.jpg
VenantHyundai2018Automatique,Hyundai Santa Fe 2018,Ouest foire                                                                                 Dakar,13000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8bc8c7f030574057e71476a1bd0251e3/-/horizon-files-prod/ed/picture/qv4w596k/eb567cd026dc2e1c7f56475285aeae6a17742ae3.jpg
D'occasionFord2016Manuelle,Ford Ranger 2016,Grand-Yoff                                                                                 Dakar,9100000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3cf7775d3eb7c1ac8c4ba15ea4fbf247/-/horizon-files-prod/ed/picture/q44n0knp/7af4ec8a2d894ce3acd82a11d211c89da250ae25.jpg
VenantMitsubishi2016Automatique,Mitsubishi outlander,Patte d‘oie                                                                                 Dakar,7950000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6e9ed433e9cbb419b6f02e207a4dc7f/-/horizon-files-prod/ed/picture/qzvp5j49/8d6182017fe2f4f53f35b26b6c410ddbea4cfdfd.jpg
VenantKia2015Automatique,KIA OPTIMA 2015,Cambérène                                                                                 Dakar,5800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e7970d3e30f9b84f044dce6f2e88515/-/horizon-files-prod/ed/picture/qzvp52qd/caf05622be676a76287971fa51616673a9607c30.jpg
D'occasionToyota2010Automatique,toyota land-cruiser 2010,Pikine                                                                                 Dakar,8000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/394de6e3727e00d0f106d3a3acf50f6a/-/horizon-files-prod/ed/picture/q9mj6rew/d6ed4d122858b6c9d4b87a2b4c97efddc634a551.jpg
D'occasionHyundai2016Automatique,hyundai sonata 2016,Pikine                                                                                 Dakar,4000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/588604150587ac26fda7f76304cbfebc/-/horizon-files-prod/ed/picture/qq428wjk/5c6798888bf56aef0a5412de6a633a81e86482f9.jpg
D'occasionKia2014Automatique,kia sorento 2014,Pikine                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/578fa3b82e180d098d38c920547c4b84/-/horizon-files-prod/ed/picture/qxjpew0v/455d7e72bc7ad1f800e1999c6a2d2f2b212c88b9.jpg
D'occasionToyota2019Automatique,Land cruiser LC270,Sebikotane                                                                                 Dakar,45000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42dcc9231e55bffef4aafe35cfb35bfc/-/horizon-files-prod/ed/picture/qv4w59j8/bcce2877a97db91939b7041fad80b973fbbc4215.jpg
D'occasionChevrolet2011Tiptronic,Chevrolet AVEO,Médina                                                                                 Dakar,3000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6cb018ad63d03bb3fa87aa7bd1cc0bc/-/horizon-files-prod/ed/picture/qxjpz9mq/2bd6cc2dbe584e3f70e97c5eae591e5e08d1a97f.jpg
VenantFord2016Automatique,Ford Edge 2016 titanium,Sacré-cœur                                                                                 Dakar,9500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d7066573c75bb64c77083ff4da163fc/-/horizon-files-prod/ed/picture/qpdmqn0j/bedac837fbc6fa6f3ca533f88d16d2d576fe133c.jpg
VenantNissan2019Automatique,nissan ROGUE SPORT 2019,Hlm grand-yoff                                                                                 Dakar,7000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b0fa85111b7ce461ff7512ac93239d7/-/horizon-files-prod/ed/picture/qgq9j07m/10a82911248e968a45f34e6418d3d1fa333d4eaa.jpg
VenantMazda2017Automatique,Mazda cx5 2017,Cité Damel                                                                                 Dakar,10800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c36af35f7820974dba80fe317c80a5b1/-/horizon-files-prod/ed/picture/qkr8qrkz/677a36566a48b6678266aa9a4b5ff60ffad5f5de.jpg
D'occasionNissan2017Automatique,NISSAN ROGUE 2017,Cité Damel                                                                                 Dakar,6300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3de407016c56e867cf1ecf2ffd522cd/-/horizon-files-prod/ed/picture/q56dv242/3c53bc74b5e7f1060a2c3c3e5b515c998ce15124.jpg
VenantMercedes-Benz2017Automatique,MERCEDES GLC 300 2017,Parcelles Assainies                                                                                 Dakar,18500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4453b09a1d03151a205749452d9a8c69/-/horizon-files-prod/ed/picture/q0g7zezw/4f04fde47e8ea7cab4398c8a743a4d192bd46a40.jpg
D'occasionRange Rover2012Automatique,sport V6 Diesel,Médina                                                                                 Dakar,8600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2196b35ccc47096925d321af7971f2e3/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qm5gd87g/27153e7fea956af49b741454b0f60443ec7aa499.jpg
D'occasionMercedes-Benz2016,GLC 300 4MATIC,Médina                                                                                 Dakar,11800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b3aefca3e9fac1d5a6e71e1476a5bae/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qxjpzz22/ec8fb3b41c7916c30672d458b2f4f34f5b97eb64.jpg
D'occasionJeep2015Automatique,2015 Jeep Wrangler,Sicap Sacré-cœur                                                                                 Dakar,20000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c5044b65f9a6367b499a1c8e5b1d8438/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q6xd5xpg/75dcc2422d658877fb029cc5ece7710daeddf41d.jpg
D'occasionFord2013Automatique,ford escape titanium,Nord foire                                                                                 Dakar,4600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/22b6950b8b14d7d8940f53a4fd6b1933/-/horizon-files-prod/ed/picture/q6xd4rwj/7308a68bf1cae3f2de8880562848869e6112b579.jpg
D'occasionKia2013,Optima 2013,Médina                                                                                 Dakar,3900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cae9d781b6b23b8715e04713e8ce9cf7/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qwep8njz/6015a9e5be48762aeee408955e7f9c6a5680c3ef.jpg
VenantHyundai2019Automatique,Hyundai Santafe Sel 🇺🇸,Ouest foire                                                                                 Dakar,15500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5dddef1de8a67cbc981afc6188cd95a9/-/horizon-files-prod/ed/picture/qrz85kk9/de895fcbfa5639a46cd250a258565fc6283e2024.jpg
VenantJeep2023Automatique,Grand Cherokee 2023 full black,Liberte 6                                                                                 Dakar,40000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2c57a880f296f853899e89658621eab/-/horizon-files-prod/ed/picture/q78wrxrz/9174a6ae307e6bde61b7628a41f1fbcad6d133ca.jpg
VenantMitsubishi2015Automatique,Mitsubishi Outlander,Dieuppeul                                                                                 Dakar,7800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/615677388055735e4d0614276fcdca62/-/horizon-files-prod/ed/picture/qq428wx4/5940eadeeaf2af46648326967fad79cf56ccfba2.jpg
D'occasionHyundai2013Automatique,Hyundai Sonata 2013,Hann maristes                                                                                 Dakar,3400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1c9f48ac69a66dcdd2fc80b0f20a12f/-/horizon-files-prod/ed/picture/qm5gj72w/51e90010b22b0fcd8496b5a0d40ea2dd8a2dc0f5.jpg
VenantHyundai2017Automatique,Tucson 2017 4x4,Sicap Liberté                                                                                 Dakar,9200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/12dedcd55a9375f8960a30e05dc8a61b/-/horizon-files-prod/ed/picture/q8v4xkxx/a8c17c4c0feca0f650e8dbf5b806985a811f924c.jpg
D'occasionPeugeot2010Manuelle,Peugeot 308 2010,Ouest foire                                                                                 Dakar,3000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/750913e7f9807603c20e3258f898653a/-/horizon-files-prod/ed/picture/qxjpewem/9ff59b261f99a032b5aabfbf187f945656c548b9.jpg
D'occasionFord2015,Edge Sport 2015,Saint-Louis                                                                                 Saint-Louis,7200000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/020a42ff708a0b9328dccb72c25f8f98/-/horizon-files-prod/ed/picture/qde7e7zm/93764f42d56bec962c7eaa060cb31999bbe34f78.jpg
D'occasionNissan2014Automatique,Nissan juke Nismo 2014,Ouest foire                                                                                 Dakar,5500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2bbcebd003ea303974fbc814d4dd527/-/horizon-files-prod/ed/picture/qrz8464m/53303d2cc7ec59b2559f3c0cc54cce448a9124c6.jpg
D'occasionLexus2017Automatique,Lexus nx300 2017,Liberte 6                                                                                 Dakar,9900000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30d031e9b9fb118518bda2866c5c0afa/-/horizon-files-prod/ed/picture/qm5g9v4w/f92e4b40e8951c5b6c7ddde7acf52076a0d30edd.jpg
D'occasionFord2013Automatique,FORD FOCUS TITANIUM 2013,Point-e                                                                                 Dakar,3300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9824002006b1ada4c0fcb511d2bd5505/-/horizon-files-prod/ed/picture/qgqwj40e/e3afbf086e95038681359e9e4880a585677bd90f.jpg
VenantNissan2017Automatique,Nissan Murano de 2017,Castor                                                                                 Dakar,14000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3d0bda2da25bdeec46830f96daa09eb/-/horizon-files-prod/ed/picture/qm5gj56m/1092daa8c7a742d81f8af4a6f837f7f7f6158f4d.jpg
D'occasionMercedes-Benz2011Automatique,Vds Mercedes c220 diesel,Almadies                                                                                 Dakar,6500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/951ff8d5db483de2c68fd4c40c3732b2/-/horizon-files-prod/ed/picture/q78wm85m/9145a76a1e0f1dbde8654284fabd8c35d142d8b9.jpg
D'occasionKia2012Automatique,KIA K5 ANNÉE  2012,Parcelles Assainies                                                                                 Dakar,4500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65621d2b3cefd3ad3f5b790c37fa48b6/-/horizon-files-prod/ed/picture/qm5g9vdw/0a6bf4bf5c9c605304c39c8f7921b839538e24d2.jpg
VenantVolkswagen2018Automatique,VOLKSWAGEN ATLAS PREMIUM 2018,Dieuppeul                                                                                 Dakar,16500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c11af34f90ea49ed2c384465ab152a35/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q6xdm0qv/6a75079a385e627cb723cb4e9579a8747c9cfec9.jpg
D'occasionDodge2013Manuelle,Dodge Journey 2013,Keur Massar                                                                                 Dakar,1600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0e5c045d766fb62d3dccfd2134c2472/-/horizon-files-prod/ed/picture/qzvp5red/e6b19a62638cdd982831950e3a08508e4b131dd6.jpg
VenantRenault2016Automatique,Renault Talisman 2016,Cité Damel                                                                                 Dakar,8300000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d9de0d3d30ef4f5af4c1ee6f9b65bf45/-/horizon-files-prod/ed/picture/qenvjdm5/493aa8f309e690be6c0f6e7ec4805af8635f171c.jpg
D'occasionToyota2009Manuelle,AVENSIS D4D A VENDRE BON PRIX,Thiès                                                                                 Thiès,3600000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c019ff0857de3c896aa6d3adf9c6f724/-/horizon-files-prod/ed/picture/qm5g4zw2/5a122e3803d7a7d3b42e9f7e3840f9e63fa2f050.jpg
D'occasionVolkswagen2010Manuelle,Volkswagen jetta 2010,Patte d‘oie                                                                                 Dakar,2350000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/191bcf3099d1f5e7c5a3046256448e7f/-/horizon-files-prod/ed/picture/qgqwj48e/48a6b919a0860bfa7253c6d76c2f3c2e8c85e75c.jpg
VenantFord2016Automatique,FORD EDGE TITANIUM ANNÉE 2016,Parcelles Assainies                                                                                 Dakar,10500000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce440609d31784b3003fa256cd4bec0c/-/horizon-files-prod/ed/picture/qm5g9vnw/9df2a09660baa90c61a9bce4dca645e768bfce54.jpg
D'occasionKia2007Automatique,KIA  SORENTO 2007,Hann maristes                                                                                 Dakar,3400000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc6bd55fe8f4e5b4d95a10b7403fd1f1/-/horizon-files-prod/ed/picture/q9mj5j7v/449e1dd8ffe17e0180cc47c5ad9f28854dd72105.jpg
D'occasionPeugeot2017Automatique,Peugeot 3008 GT 2017,Médina                                                                                 Dakar,8800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aa27544186f8c3d6c5d2b47b7da25a2d/-/horizon-files-prod/ed/picture/qngpn0ww/f212b4c72e639d60c4590e54c9f7312d144d5f8b.jpg
D'occasionVolvo2020Automatique,Volvo s60 2020,Mamelles                                                                                 Dakar,16800000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab1c0984a03a68802eb250eb58b902b7/-/horizon-files-prod/ed/picture/qngp28v0/7f479c395592656ad7e92c44c1481956ea898267.jpg
D'occasionMercedes-Benz2014Manuelle,Mercedes-Benz 230 2014,Hann Bel-Air                                                                                 Dakar,2000000 ,https://i.roamcdn.net/hz/ed/listing-thumb-224w/774b5e18538b9ad9ffb33c3f93318f22/-/horizon-files-prod/ed/picture/qxjpx4zn/58c607a20059fc75d53c851857021983326615d9.jpg
