condition,brand,year,gearbox,adress,price,image-src
Venant,Hyundai,2019.0,Automatique,Point-e,14 250 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b456ac3cc65638469371e76b21c210e0/-/horizon-files-prod/ed/picture/q6xdv97g/8a2ec0e6f0464f2829b98aa389c4e20ece65bf37.jpg
Venant,Bentley,2009.0,Automatique,Mamelles,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5869739990742b2dc29b94188823f1c/-/horizon-files-prod/ed/picture/qwepgedp/179bd1d7c200dbf25163f742451a38d4329b551d.jpg
Venant,BMW,2016.0,Automatique,Diass,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e751c97522c238e6d1122fb286b22949/-/horizon-files-prod/ed/picture/qm5gv7rw/9405f1f3e137768e733a95ad7fc22cdf44bc7779.jpg
Venant,Mitsubishi,2016.0,Automatique,Sicap Sacré-cœur,17 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e20491f7b7e512184842af1cecdfa626/-/horizon-files-prod/ed/picture/q2j0w6w6/88de574b809d8aaf49e56e85fce9a50e53c3edad.jpg
Venant,Hyundai,2016.0,Automatique,Guediawaye,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0368c72a6cdc89cc517cbe97188f3f7b/-/horizon-files-prod/ed/picture/qngpje29/d742c5d1642316373e5b06c510e7f973d8b401e4.jpg
Venant,Ford,2016.0,Automatique,Guediawaye,10 400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a79d6d23c5097c7f95a204ac03251aa/-/horizon-files-prod/ed/picture/q78w0z9d/bbd18b68cff27c394566910cdb62654af3c69475.jpg
D'occasion,Toyota,2017.0,Automatique,Gueule-Tapée,22 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9039b7c23d6dfb6753870c987640e3f/-/horizon-files-prod/ed/picture/q44n5pg5/19247f81b47ff2232ace15f1b010002f963d8f54.jpg
Venant,Jeep,2017.0,Automatique,Guediawaye,9 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/db7c9092e1f43500c8d3bfc3ffb2addc/-/horizon-files-prod/ed/picture/q44n6v7e/b25d917ef056e9f086651993a0870bb8ddc06fdf.jpg
Neuf,Ford,2016.0,Automatique,Guediawaye,8 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/13a6024ce3854670164f8fe09e8af497/-/horizon-files-prod/ed/picture/qpdmje70/2804378e27f47f82ce47ecb5344ea432196ff788.jpg
Venant,Hyundai,2017.0,Automatique,Guediawaye,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc867239dabf56e45886c8d83bffb6ea/-/horizon-files-prod/ed/picture/q0g79jz6/41e3b8ee3b6c9b8d5b5294f4bba82030681b30a9.jpg
Venant,Mazda,2016.0,Automatique,Plateau,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f7f5633c3a1c931dbd25c85394ce7eae/-/horizon-files-prod/ed/picture/q44n6vme/74244ce18d219e91e1b373ef34fcb0565fe1bbdd.jpg
D'occasion,Mazda,2016.0,Automatique,Castor,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/778b9b71600f550b8a79240cd3c4779c/-/horizon-files-prod/ed/picture/qngpjngg/a7a4fe1a31d8bacb653dc322f437192d328a55a8.jpg
Venant,Jeep,2016.0,Automatique,Guediawaye,8 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/80ebb2183689e8e2364387034bad6240/-/horizon-files-prod/ed/picture/qm5gjekr/0273a8780ed33328e7e850fa3ba1a35631f16d0b.jpg
Venant,Mercedes-Benz,2017.0,Automatique,Médina,25 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/171de750b7e40727050d8ccde75f4c0d/-/horizon-files-prod/ed/picture/qenvxem2/1b73fe6df60bf5e1498e3dee0ebb796a6938cb50.jpg
Venant,Kia,2017.0,Automatique,Sacré-cœur,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2538bb5e8004b65d01d09ac4df959e36/-/horizon-files-prod/ed/picture/qq422576/47b473c40931b158954d8deb2c866ee761d9ccab.jpg
Venant,Audi,2017.0,Automatique,Ouest foire,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/547daf2f566371ff12aaf4efb403fcd5/-/horizon-files-prod/ed/picture/q8v49w6n/be37d34cf9d94bb03b4f9bbebaa8d13328dcb814.jpg
Venant,Mercedes-Benz,2021.0,Automatique,Almadies,39 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2bee73927c16b29aa75aa21273b09817/-/horizon-files-prod/ed/picture/qxjpkg0m/e3e35d3cce9f1212549c0b9c65a599d6df88157e.jpg
D'occasion,Mitsubishi,2014.0,Manuelle,Rufisque,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f80c1ca0f86dda64fb4f664c33339a89/-/horizon-files-prod/ed/picture/qv4wk67w/12eb0554b308bcf7b77a75ba4fe973626c40b159.jpg
Venant,Infinity,2017.0,Automatique,Almadies,29 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2d562832fbd655e81628e232847c1e0/-/horizon-files-prod/ed/picture/qenvdvx4/baa804504376501024077874a365943593d2bed6.jpg
D'occasion,Ford,2015.0,Automatique,VDN,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a26efb5245b71a4e00815fcec772b241/-/horizon-files-prod/ed/picture/qenvxe6j/498caf7a634c1c0f7b5eba2d768fd1c60230b8dc.jpg
D'occasion,Ford,2017.0,Automatique,VDN,3 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0db535dd7eb64dbb40b51fb068cf84f4/-/horizon-files-prod/ed/picture/qngpj6gm/619167cb20401d1923a27b6b314aa444e733d9fe.jpg
Venant,Mercedes-Benz,2018.0,Automatique,VDN,18 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fbe5e35ba6b165977b49422cf2659db/-/horizon-files-prod/ed/picture/qgqwdxge/350c1196709ace13d8ee54efc914dd39814d1798.jpg
D'occasion,Chevrolet,2016.0,Automatique,Cité Damel,4 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5a7a022b2654c4d5c2ff94243a89016/-/horizon-files-prod/ed/picture/q44n6kn2/ce60aa0db6cda3a4553ac95023a9d41a7db277a1.jpg
D'occasion,Toyota,2019.0,Automatique,Ouest foire,17 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e7e41cdb15f4eafd9732042d0f3a99f/-/horizon-files-prod/ed/picture/q9mjn7m7/c6d82b3f2531c94bef1c51bd9feee1d74e6f7d8b.jpg
D'occasion,Peugeot,2020.0,Automatique,Ouest foire,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/30b652ba7c30473a7c8f69680b7e4102/-/horizon-files-prod/ed/picture/qkr8xjrp/61eafffaf53368a589cbed4e721607ee1a227131.jpg
Venant,Chevrolet,2018.0,Automatique,Sacré-cœur,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e866a75219a131e64a2d492a9d459304/-/horizon-files-prod/ed/picture/qwepjx85/8fd0883263a5e63687f1b0996fddf2b75bce7ac2.jpg
Venant,Mitsubishi,2015.0,Manuelle,Mbao,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9df7eb860a0ac033e4a5c28d67a8338/-/horizon-files-prod/ed/picture/qpdmjevv/2cd517e31df0f6d196ea1b94441c2df2f19d298e.jpg
D'occasion,Citroen,2012.0,Manuelle,Ouest foire,3 100 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d16c36e2107f6751cacdca1f6115dc09/-/horizon-files-prod/ed/picture/qenvxez2/79a7f9ba8fad3568a1729bc527ab8c5ad74efce0.jpg
D'occasion,Mercedes-Benz,2017.0,Automatique,Point-e,17 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f78c74f1ccaeb35dbe94d2105fbd217/-/horizon-files-prod/ed/picture/qwepk4gj/02917569489819ef2f4d64dbae978c4ac99f1817.jpg
D'occasion,Peugeot,2017.0,Manuelle,VDN,5 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0fd8344d160a28a0a439193cb8ccbd9c/-/horizon-files-prod/ed/picture/qwepk4nm/e27fb8c17d3c2e3b867a88707c72a12e676ec35a.jpg
D'occasion,Ford,2012.0,Automatique,Yoff,4 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a97297410e90df3aa6e740cb148a0d44/-/horizon-files-prod/ed/picture/q6xdvpnj/aafd7c7b841e25757ce30470dce63ce7a3bf3282.jpg
D'occasion,Hyundai,2012.0,Automatique,Sicap Liberté,5 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/22934a46f301603423fcc594e70bf5d0/-/horizon-files-prod/ed/picture/q0g79r8e/2f15a4177eaa19422b12f5cb7ae3c0baf7845022.jpg
Venant,Ford,2018.0,Automatique,Liberte 6 extension,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/96b4704c1e825006e945253eb30eb14e/-/horizon-files-prod/ed/picture/qm5gj2n6/e438251bdb738614223b4a8a503e2b4bdc16fd90.jpg
Venant,Ford,2016.0,Automatique,Liberte 6,9 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ea43068931f1b1a0430a0e0672be13e/-/horizon-files-prod/ed/picture/qpdmjv82/c57594ba9aa081ce3eb44c3bbcfb40b8dfae8d0f.jpg
Venant,Hyundai,2017.0,Automatique,Sicap Sacré-cœur,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/395e221ed00b31548efdd4de08b0f4ac/-/horizon-files-prod/ed/picture/qwepk4jm/40412d96a3ffb9da2e772f3b3ae1bd958f4ea008.jpg
D'occasion,Hyundai,2019.0,Automatique,Sacré-cœur,12 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/531ce27e1fbdc3e326805b444809b230/-/horizon-files-prod/ed/picture/qwepz4ed/40ba6df5112c6c7914859963a62378fbae2ef525.jpg
D'occasion,Range Rover,2018.0,Automatique,Sicap foire,28 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/05417f37e49620354a117cbcf12e9997/-/horizon-files-prod/ed/picture/q78w029z/3c027bfa75f5d8699d928786ba2de0e5ef980263.jpg
D'occasion,Toyota,2016.0,Automatique,Mamelles,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/948f98d91d846f366a19dfae6ea806f8/-/horizon-files-prod/ed/picture/qq422p4e/60da4c86bd603f8ab06c584f0ef7cba5ab7e8385.jpg
Venant,Volkswagen,2017.0,Automatique,Liberte 6,4 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/39cbaae765262bd8304c246488fecebe/-/horizon-files-prod/ed/picture/qm5gj2k2/50c9b3e597e96f6f1a5f0b13dc24e566183bdd7c.jpg
Venant,Ford,2012.0,Automatique,Sicap foire,6 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/930d6167fb5e538566a41ecf2b5f7e40/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q56dzjqx/368df71760806e562982fac6c79f23e9431abe8d.jpg
Venant,Hyundai,2016.0,Automatique,Sicap foire,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2d037104fc001f851543069f324d521/-/horizon-files-prod/ed/picture/q6xdvp8n/4bdf29f95dbbca815df8674da2090613e33a7018.jpg
Neuf,Jeep,2017.0,Automatique,Almadies,8 550 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e780cd60353e9e663a3f3ddcb65ff1a4/-/horizon-files-prod/ed/picture/qpdmn58p/2d3455f214ec7252c6268cc47a2000258203c33f.jpg
Neuf,Kia,2020.0,Automatique,Guediawaye,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ab5d1d92ea4511671f43f30ae05109e/-/horizon-files-prod/ed/picture/q2j0wmpq/58c5abbf25ff5e8606949a9f613ced8164977c39.jpg
D'occasion,Mercedes-Benz,2016.0,Automatique,Cité keur gorgui,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f73f1947af5e6f5fffa95d5d26dcd13/-/horizon-files-prod/ed/picture/qwepk46z/3312bed282d1b30fa4305b44d719ae5094b78bb1.jpg
D'occasion,Ford,2013.0,Automatique,Yoff,5 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cef9ac10b6e14826194853939b3f766a/-/horizon-files-prod/ed/picture/qwepk4x5/b2f976ed676b198c5451288c016fbada0a11be68.jpg
Venant,Ssangyong,2019.0,Automatique,Parcelles Assainies,6 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4644d8a457488b04add284541d294e0/-/horizon-files-prod/ed/picture/q44n6zmz/98ecc555902cd59fde9c89d07b80a8db8cb66b14.jpg
Venant,Renault,2016.0,Automatique,Parcelles Assainies,6 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bdbd36d834db66cd1043168332b8fe48/-/horizon-files-prod/ed/picture/qxjpk0ez/9751844cd607dec9f7453c589dd16a03151dd285.jpg
D'occasion,Hyundai,2017.0,Automatique,Médina,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1406b4fa7952336160987d3edaaa9fcc/-/horizon-files-prod/ed/picture/q9mjmvvj/5d7056859688f2942ccac4fc30f2fb5714e012c6.jpg
Venant,Mitsubishi,2017.0,Manuelle,Mermoz,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c0971c97ece8c51d0cef8d5223c924bd/-/horizon-files-prod/ed/picture/qq4252r4/5c053bfe224e24578703c9132fa59abc63b7dfba.jpg
D'occasion,Kia,2012.0,Manuelle,Hann maristes,5 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/509b5aa770141df240a6799c7ce77e2c/-/horizon-files-prod/ed/picture/qm5gjxxr/394d77758522b3ad925f1b21dbb52d1c699e5593.jpg
D'occasion,Mitsubishi,2016.0,Automatique,Sicap baobab,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e2aa3769a6766b421d5dd5fc36c0d47/-/horizon-files-prod/ed/picture/qv4wk77v/e116d87f23f57b80cf783f4be658f108e0ed868f.jpg
Venant,Toyota,2021.0,Automatique,Hlm,18 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c0f418a248f57b1c99ecc84b7cfd548d/-/horizon-files-prod/ed/picture/qpdmpnex/1b282eb5133a02189b0ef3b47c2d3535817e2b14.jpg
Venant,Nissan,2017.0,Automatique,Castor,14 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/93b040d9f985a200d17cd022d2797239/-/horizon-files-prod/ed/picture/qm5gj56m/1092daa8c7a742d81f8af4a6f837f7f7f6158f4d.jpg
D'occasion,Ford,2014.0,Automatique,Cité Damel,4 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c78ab56b93412f8891c84be46e1b747/-/horizon-files-prod/ed/picture/q2j0w9ek/24b05eb434a13a3b56fd39200c7021aca45c60a4.jpg
D'occasion,Ford,2018.0,Automatique,Cité Damel,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/00970ae2cfccbd6fd3e048b7dada2c39/-/horizon-files-prod/ed/picture/q0g7nr6j/3f9e56caf1d72754417e21ba51c27e38d49c24f7.jpg
D'occasion,Nissan,2012.0,Manuelle,Zac Mbao,3 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8b61b3f6ea8e802bd3bba9a86f44fb8/-/horizon-files-prod/ed/picture/qngpjvrw/d83a73cac139bb5db005b0fcf69343e6257e26e2.jpg
Venant,Mazda,2018.0,Automatique,Rufisque,14 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e7959adbd85e70987bbd947ebc34b58/-/horizon-files-prod/ed/picture/qrz8jrkj/b1d69e3cfd4bc91e9a3aaa7da208234b3b528c36.jpg
Venant,Hyundai,2018.0,Automatique,Liberte 6,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9518f46fbaa5c15e3f0f257b69700a4c/-/horizon-files-prod/ed/picture/qm5gjzk6/4bd57b6e56793dcd1c1eea5116bc05323c0e3751.jpg
Venant,Peugeot,2017.0,Manuelle,Gueule-Tapée,4 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/627b2c06502d86c5d573d3b45df80b89/-/horizon-files-prod/ed/picture/qrz8jgw8/9db7bf5ba46ce8e3ca940594579a9fae79a81486.jpg
Venant,Nissan,2018.0,Automatique,Ouest foire,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fbb85fba5a2e5f1e61fd9b94e303c9bd/-/horizon-files-prod/ed/picture/qm5g0rk6/d63132d9c9249364fb344fd54528853e8829ece5.jpg
D'occasion,Hyundai,2014.0,Automatique,Plateau,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c27b97e45533d04920fa6162cd917361/-/horizon-files-prod/ed/picture/q0g794zm/2f5d90cfe3ea24358ce8c48bf15560c3d5e5d5c6.jpg
Venant,Mercedes-Benz,2020.0,Automatique,Plateau,45 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45e13b15ac8c3584ea9a36e026df87c2/-/horizon-files-prod/ed/picture/qwepkd45/f7df515334d27c7fb09920d16e318c5132366b54.jpg
Venant,BMW,2016.0,Automatique,Cité Damel,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0171f814486e8274c68890cdd017a89e/-/horizon-files-prod/ed/picture/q2j0w4ej/b607f6be3186fd2ca8489d279e7e43685896ed19.jpg
D'occasion,Citroen,2015.0,Manuelle,Hlm,3 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/907c6112aa0e88dd407ff41b328f8148/-/horizon-files-prod/ed/picture/q8v492ez/be57120f2416cd667ee2c54531263744601c7d09.jpg
D'occasion,Hyundai,2010.0,Manuelle,Hlm,4 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d779407e2234c745f8f0272a2d3969d8/-/horizon-files-prod/ed/picture/q8v4mrp4/c894fc60506340b92fae9ffce690a5af787ac839.jpg
D'occasion,Peugeot,2015.0,Manuelle,Cité Damel,5 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/327b368a39b18d5c999dd780fdba9646/-/horizon-files-prod/ed/picture/q56dzmjx/e71038011f2a0790306578f99ab897836990bbfd.jpg
D'occasion,Toyota,2017.0,Automatique,Ouest foire,21 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/23002bb59a7994bd3bd07a5ed4e82b18/-/horizon-files-prod/ed/picture/qkr8xd4x/1a3b6925c62dcc69b81b8c001177e398c603454b.jpg
D'occasion,Toyota,2017.0,Automatique,Ouest foire,25 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5b7c7eb5cacd79986262a89a5e66ea61/-/horizon-files-prod/ed/picture/qrz8jdvn/8559263e9c6609236632712e86499bca7f08328d.jpg
D'occasion,Kia,2017.0,Automatique,Ouest foire,10 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5632d66a1df8777118b8d38a95db2c3c/-/horizon-files-prod/ed/picture/q8v49q54/cf1eebc2b4c205101d9b1d411d7c0d37a5ce6e4a.jpg
D'occasion,Ford,2015.0,Automatique,Ouest foire,8 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/38a5ce7e5512a4b61c51a49360865282/-/horizon-files-prod/ed/picture/qwepkq2z/2d3175d5deb3a91ea3dd0371d23c4af9913749b8.jpg
Venant,Citroen,2016.0,Manuelle,Hlm,5 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0fa0b09ad443f3f33ba458eabe6f4c39/-/horizon-files-prod/ed/picture/qngpjrdg/00ed3238632edda4827474a9a816705ffa0b06e9.jpg
D'occasion,BMW,2016.0,Automatique,Hann maristes,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/be1bcd1d40763b9e257f7eb00638d5d6/-/horizon-files-prod/ed/picture/qngpdnwk/3a801f2c38cb27b218c8d822a246fa65e4f66a02.jpg
D'occasion,Hyundai,2008.0,Manuelle,Cité Damel,2 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dca7532c8b932e2303f01666035cc80c/-/horizon-files-prod/ed/picture/qxjpk4nq/24b07a36960d12d6687b127aa033be07b6e8ba89.jpg
Neuf,Hyundai,2016.0,Automatique,Liberte 6,5 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c073d9c6589318186fe1c426ce8f7f4a/-/horizon-files-prod/ed/picture/q6xkeqjj/e1a226541165065fd8b1af9ad07491699750fc7d.jpg
Neuf,Hyundai,2015.0,Automatique,Colobane,5 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/167de4d7cbcbca0a5ce729a834b69185/-/horizon-files-prod/ed/picture/q56dz7me/4b0785722360448b74bc4d8f15a3a3abfb755169.jpg
Venant,Peugeot,2017.0,Automatique,Sacré-cœur,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/098ab02fff1f43b60de9b14a3c74d22a/-/horizon-files-prod/ed/picture/qv4wzmpv/2b19a62a388be1957e3fd1e4f17b5434600db6b2.jpg
Venant,Hyundai,2017.0,Automatique,Liberte 6,8 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4c649a9cc9b506564d3b26041438d854/-/horizon-files-prod/ed/picture/qm5gnmpr/054d85721cc35cf0bd119bfb2b072a6299b1f1cf.jpg
Venant,Ford,2020.0,Automatique,VDN,22 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a57c5f39e6b1018baf2985ba72d06d88/-/horizon-files-prod/ed/picture/qgqgvwzn/ebebf028702636dc0991d88ed1ce4d2473f15875.jpg
Venant,Jeep,2021.0,Automatique,Fass,12 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa4e0d6765c687a007847ca5aa1c6fed/-/horizon-files-prod/ed/picture/q78wxz9j/f1dc35ee17e67b00bdd7959550d8d4feb9291fcc.jpg
D'occasion,Ford,2014.0,Automatique,Liberte 6,4 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6bc6f89875378980e1c3f5aa34ada968/-/horizon-files-prod/ed/picture/qwe2qxxk/bc07cd26a0e7c478e1dba7c75ef3def11521016a.jpg
D'occasion,Volkswagen,2013.0,Automatique,Keur Massar,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b16467ece5ee456f56aafdb45a1e957/-/horizon-files-prod/ed/picture/q8v49r44/e7e8d37fd313706c85ac7a926ec4e832f87f06ec.jpg
D'occasion,Mazda,2016.0,Automatique,Keur Massar,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/297cb1a2e91ff0e6b8d3eaa22816d5c9/-/horizon-files-prod/ed/picture/q6xdre9d/8b45503753f54ca23ceee15f0908d36b8a7affde.jpg
D'occasion,Fiat,2010.0,Manuelle,Yoff,1 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4a542dc9040c6f9c002541e1d0bdb5b9/-/horizon-files-prod/ed/picture/qxjpqde2/c8fee4fee83d057c3311f5631b6ba4c9d2a6d66a.jpg
D'occasion,Ford,2006.0,Manuelle,Yoff,2 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c349a165c5a8544b9b6f6e250ca48626/-/horizon-files-prod/ed/picture/qenvwdjj/2c5625ff89548e02c359614c88f0169335cb3eee.jpg
Venant,Mercedes-Benz,2018.0,Automatique,Cité keur gorgui,38 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/94729f147f52e3a8b58111c868f64fae/-/horizon-files-prod/ed/picture/qde7nrz4/0c99a35cc3b30855f63301ab2a9a751c24e5877b.jpg
Venant,Kia,2017.0,Automatique,Colobane,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/602d40d4a767d20601876dfdc7b587ac/-/horizon-files-prod/ed/picture/qkr80mdp/f3b2f3b972c9a0f58cba7f52c11aefd96d24f42b.jpg
Venant,Kia,2018.0,Automatique,Thiès,"11 000 000 F Cfa
        
                    12 000 000 F Cfa
                        
            Économisez 8.3%",https://i.roamcdn.net/hz/ed/listing-thumb-543w/39301bc6cd67eece33152a5a11b1bd04/-/horizon-files-prod/ed/picture/qm5gnm7w/b93802a497115b98c69d4678e59563ccf8af476c.jpg
D'occasion,Range Rover,2016.0,Automatique,Cité Damel,15 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/27413a8f5fd1a8c32ba99e1efc7f7d4a/-/horizon-files-prod/ed/picture/qde792x4/745992a403a0bd29973cc2a927a6a1bc08f1b170.jpg
Venant,BMW,2021.0,Automatique,Liberte 6 extension,43 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e29151282775e303dfb2cb5bca73d9f8/-/horizon-files-prod/ed/picture/qzvpjwgx/e0677f1f8f78f5da0050e8a0f23dbc89d72df0e3.jpg
D'occasion,Ford,2016.0,Automatique,Cité Damel,16 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e992f97b6df0b004c202ef3d2dbd8d4c/-/horizon-files-prod/ed/picture/q44n5pj4/7ae0efeda7f913205b75ada10ea558afdf6560ea.jpg
Venant,Jeep,2017.0,Automatique,Liberte 6 extension,14 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/472f1d361a38bb2aa788bbed42b2d142/-/horizon-files-prod/ed/picture/qgqw9zn2/1c398fd283a4b9652c9bb45c5bcb0e20b9e79301.jpg
Venant,Hyundai,2016.0,Automatique,Point-e,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3f898629e1afa56a05a9b65a8a37da0/-/horizon-files-prod/ed/picture/qrz872em/82168d28e2311430045051975311655328246264.jpg
Venant,Mazda,2017.0,Automatique,Point-e,15 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c4a5ee523636b962757f4eee604eb1a2/-/horizon-files-prod/ed/picture/q44nrvg8/20b518ea81832d97ad986c931b9cc27fe75e7593.jpg
D'occasion,Ford,2014.0,Automatique,Sicap foire,5 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/347d8f26508204c829a775c08a165ee5/-/horizon-files-prod/ed/picture/qzvpx2nk/1a4b7559bdff1793c156d0f9d2931d65e153a7ff.jpg
Venant,Mitsubishi,2018.0,Automatique,Sicap foire,10 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/92d798b39900f4966bb8b9d1abf97e3d/-/horizon-files-prod/ed/picture/q0g7dpee/5d82f4ea503d9a5ed232ebe660902108c7630861.jpg
