condition,brand,year,gearbox,adress,price,image-src
D'occasion,Ford,2013.0,Automatique,Sacré-cœur,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/740fdb0013ab8213a44f9d8b6cff674b/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qrz8jr79/db773eee78657278aee3e85c891b6e7e7ad33cb1.jpg
D'occasion,Renault,2015.0,Automatique,Sacré-cœur,4 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b518a6483d4b3c1537c89d18a8342df2/-/horizon-files-prod/ed/picture/qzvpjje6/fff2beec7b5cc7afa860b5c5fa0475159189e884.jpg
Venant,Kia,2016.0,Automatique,Sicap foire,10 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51efde481ed2cc8b01535524a7c3fd90/-/horizon-files-prod/ed/picture/q8v4g0jz/f8cd114ba41ea3d94823849487b6978ce2dd4c9e.jpg
D'occasion,Ford,2006.0,Automatique,Sacré-cœur,2 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d00310cb99e11e298bf72d399a3649aa/-/horizon-files-prod/ed/picture/qkr80mwx/dcdb182f1d6aeecfaacb13c67eceb97fdf21a359.jpg
D'occasion,BMW,2020.0,Automatique,Sacré-cœur,40 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2c3d065c8960620bf2078b34ce77671/-/horizon-files-prod/ed/picture/qdekx268/62986972043c210507acf1ca5e2d2fa8f3500f22.jpg
Venant,Hyundai,2016.0,Automatique,Sicap foire,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/11ac99e52ba1ee151ec820c4efd1d9cb/-/horizon-files-prod/ed/picture/qj4qzmnz/322543c55b75f2c34efc8779f6bcd2f7601b2b09.jpg
D'occasion,Peugeot,2014.0,Manuelle,Liberte 6 extension,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/05ad7018155dbd0b8797be5682b972bd/-/horizon-files-prod/ed/picture/qj4qpmvz/5beb18143fdd8dadd3c44fa2da12e1eaae0f3fcf.jpg
Venant,Mazda,2016.0,Automatique,Point-e,10 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e4ab1c8b2eb679893fe30f69780c8a2/-eyJvciI6MTgwfQ%3D%3D/horizon-files-prod/ed/picture/qgqw8524/18f1417200219a222aa49dc181e066596e2dadad.jpg
Venant,Range Rover,2021.0,Automatique,Liberte 6,40 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5933eb45fcc618fecf8a26dddd35da5/-/horizon-files-prod/ed/picture/q56dgw72/8522cbed8801566ddba58b288143be0024f25fc0.jpg
Venant,Opel,2016.0,Manuelle,Sacré-cœur,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5bb1f34be6a217f29bb47bb8f85d8d3/-/horizon-files-prod/ed/picture/q56d4vvr/ef9e563d1a088b215f559507c3381ee55e9dc51e.jpg
Venant,Range Rover,2018.0,Automatique,Liberte 6,17 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d11f52d312087ebcc9d76c39146691a7/-/horizon-files-prod/ed/picture/qm5gn5m6/473cc2621a4887bc8e2f9a7a897766cbe580dea3.jpg
Venant,Dodge,2017.0,Automatique,Liberte 6,24 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eeb23646ff7228fcff78c36210bedddd/-/horizon-files-prod/ed/picture/q2j0gjzd/550a83decfb9ecd42d1898d43b358f27ba2f20c7.jpg
Venant,BMW,2017.0,Automatique,Parcelles Assainies,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/08e071bd4f8bd3e3d016a055efff45ba/-/horizon-files-prod/ed/picture/qgqw8q54/90d7072a98c72d32a93827733b736c0d0ae24d02.jpg
Venant,Audi,2020.0,Automatique,Point-e,48 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/abe6f73a6543a3635ed1bafdae54deba/-/horizon-files-prod/ed/picture/q6xd5x7j/495c6a40692f23f2bd8912805a0ec5ed74f3195e.jpg
Venant,Ford,2017.0,Automatique,Sacré-cœur,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5547dfe4bbdb79a03684995afebe9913/-/horizon-files-prod/ed/picture/qv4wp5vm/b17e52504eec2d503c23b4cd2a33a1c585928ee9.jpg
Venant,Jeep,2018.0,Automatique,Liberte 6 extension,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6446dd77e877c66aee46c72113891797/-/horizon-files-prod/ed/picture/q56dr57r/e04fe92102810e30c6e52e1d170ed1c4a544f883.jpg
Venant,BMW,2019.0,Automatique,Ouest foire,19 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e40f31b576e4a07e9be44ba0b22e855/-/horizon-files-prod/ed/picture/q2j00m46/cd57ff2c64d515ed86d326b6e84248eb1fc639d8.jpg
Venant,Subaru,2015.0,Automatique,Ouest foire,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a74b54ae21bd8f450337863fd8251ce/-/horizon-files-prod/ed/picture/qq42642k/e5e9dcbb820657be6c6136be860105531e628662.jpg
D'occasion,Toyota,2008.0,Manuelle,Sacré-cœur,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f8f6c9a1d837d3f6d7165c68cfb8169/-/horizon-files-prod/ed/picture/q0g7dgdm/a296119f4e12aef5a842b056e5b5537ea90fcf74.jpg
D'occasion,Volkswagen,2014.0,Automatique,Liberte 6 extension,1 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a51a18a4f2a081689edc856c7ca3f33/-/horizon-files-prod/ed/picture/q78wxd7z/e26c4d3f2ad8332af68ec9ef162bf3d6c558e621.jpg
D'occasion,Ford,2013.0,Automatique,Almadies 2,5 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd6ec67d2c29bb26ea97c7e9cf7bbdcf/-/horizon-files-prod/ed/picture/qenv9gx5/bb397869c27a9909290521168737624f6973cb2b.jpg
D'occasion,Mercedes-Benz,2010.0,Automatique,Saly Portudal,3 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/09fb19b638cd2a505dd36b67cb330556/-/horizon-files-prod/ed/picture/q0g7dgvz/e55b083302c8daf0fab7df24eea7d3902fda561a.jpg
Venant,Hyundai,2017.0,Automatique,Ouest foire,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b68d2ce1702a6ec5c68eb639746ac7b4/-/horizon-files-prod/ed/picture/q6xd5xrp/622685ee20cab3f31d087e1d35d156d5cb0890a6.jpg
D'occasion,Mazda,2017.0,Automatique,Hann maristes,9 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b60b80adeabaeb2a9d8cbcd6f6555fee/-/horizon-files-prod/ed/picture/qkr80m9x/876aac0978e7914f38a17f5fbd18340f90b32033.jpg
D'occasion,Dacia,2016.0,Manuelle,Keur Massar,5 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4eb31112df8b80a454131013776ddf05/-/horizon-files-prod/ed/picture/qxjpqd48/9d759188fb0bfcee4a4f6d3bfcadc77f179f11a8.jpg
Venant,Nissan,2017.0,Automatique,Sacré-cœur,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/70c41a896f87a0f17ec3554a9a7ed701/-/horizon-files-prod/ed/picture/qzvpj70k/f9b625d6b3f7694b6c60cfb52e9fe742d9e04d6a.jpg
Venant,Toyota,2021.0,Automatique,Liberte 6,19 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/09799f7c5cb4c934b68ee7ee48054416/-/horizon-files-prod/ed/picture/qv4wzpm5/5db274f4833bb65d4b11c1a91f1fc2bb029ac91b.jpg
Venant,Mercedes-Benz,2017.0,Automatique,Liberte 6,30 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d951f398e4627404ebc44580f6ad9200/-/horizon-files-prod/ed/picture/qrz87q2g/5b65ce3555d2d1b442def116eefbe6fa9fc92b49.jpg
Venant,Ford,2019.0,Automatique,Rufisque,13 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4f9a7dc4106cf79571f927c4475cb58/-/horizon-files-prod/ed/picture/q56dg46r/a0a9c21dd92285a16f1335bba798eaf52d499748.jpg
Venant,Mitsubishi,2017.0,Automatique,Grand-Dakar,9 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9bccfdcb18f21977a2ba271611566be6/-/horizon-files-prod/ed/picture/qv4wkpkg/87bc822dc52e11cc0831889fb7934ace09a2b3fc.jpg
Neuf,Hyundai,2018.0,Automatique,Ouest foire,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c79ec71e308851c2d60a33335bacba3f/-/horizon-files-prod/ed/picture/q44nr0m9/2b4fac953e5e9328e3f419903876d23678a3833a.jpg
D'occasion,Toyota,2010.0,Manuelle,Fass,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/81b9b3faf66c450d486de12ed41dc080/-/horizon-files-prod/ed/picture/qzvpx4j6/3466edff70ad74fe56395d44c4f70b773f823740.jpg
Venant,Peugeot,2016.0,Manuelle,Cambérène,5 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe313c0dcecf5c5ee7531fcf8de02d33/-/horizon-files-prod/ed/picture/q56dr7pe/63985d53899b00a4f4f0cbd94ab7b8affc16f2af.jpg
Neuf,Citroen,2017.0,Manuelle,Cambérène,7 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b46057235089e9cf74c56036e79e0563/-/horizon-files-prod/ed/picture/qngx0xj0/db48fc64a07ad81211850549af9a329411b39993.jpg
D'occasion,Ford,2013.0,Automatique,Ouakam,6 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/48afd7175c4a516cb79d96a94bd7610d/-/horizon-files-prod/ed/picture/q0g79gqk/1a56d8b449aac5655413485e819fe9aa53ec2b25.jpg
Venant,Kia,2017.0,Automatique,Ouest foire,7 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7a9d517b2b696219a421644d160f2850/-/horizon-files-prod/ed/picture/qzvpx4x6/59cf272c3b907533a3c5f041728a185206ce3c74.jpg
Venant,Hyundai,2016.0,Automatique,Almadies,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9a93a6b4f7ed2a60ea9d342db9a169e/-/horizon-files-prod/ed/picture/q0g7d256/4503973719b9800e5d0ac433afefaabdcb1c0ff0.jpg
Venant,Hyundai,2013.0,Automatique,VDN,3 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c96976c7fad470f46bc67480e754acad/-/horizon-files-prod/ed/picture/q6xd56m6/0b2eaaea5e57e8570d6faadef5ede42656efcc7d.jpg
Venant,Peugeot,2018.0,Automatique,Parcelles Assainies,12 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e540f37bed3de33b21823f50272af0e7/-/horizon-files-prod/ed/picture/qzvpr7p8/04a71b193219f8aab7f6f2aa924823314065c763.jpg
Neuf,Range Rover,2018.0,Automatique,Sacré-cœur,37 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb92ef01b35b96f26b1b35dd97211e6d/-/horizon-files-prod/ed/picture/qm5gn5dz/2d6b9b9db11d4cb2f8bf2fcb4b2628e632d3bd15.jpg
Venant,Renault,2020.0,Manuelle,Almadies,21 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5caee37003dc89d4fac60c5aaec9391f/-/horizon-files-prod/ed/picture/qv4wzp5w/3784313a0111daab88373cce4eb3cbf6381974d8.jpg
Venant,Fiat,2016.0,Automatique,Sicap Sacré-cœur,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/76e647f27853a6768ff7fef6f4c4cd37/-/horizon-files-prod/ed/picture/qde795k5/5218b29f8653f7919878800415c0eb52c2788bce.jpg
Venant,Hyundai,2016.0,Automatique,Hlm,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/57f9ce95847a6626f9843b6d81beea12/-/horizon-files-prod/ed/picture/q0g79w2z/c65ce7ee3949b80ae813e59461079ecb4a4d51bf.jpg
Venant,Peugeot,2018.0,Automatique,Sacré-cœur,15 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a41460977c5cef7a26b701f618321025/-/horizon-files-prod/ed/picture/q9mjg8v7/5387ebf2eeac50394d61ea773fb29286de9d218e.jpg
Venant,Hyundai,2019.0,Automatique,Sacré-cœur,14 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c204754f65412d0bd33a846bcfee1cbb/-/horizon-files-prod/ed/picture/qngpwdem/bac0af1bdb0786190594296a7b97e64dfa3ea6ef.jpg
Venant,Hyundai,2018.0,Automatique,Sacré-cœur,11 300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/69a09e93fb3cb51b6ebb94c482746002/-/horizon-files-prod/ed/picture/qpdm8wvj/9905f423ef415a07c30c2895f912e574255cabed.jpg
Venant,Mazda,2016.0,Automatique,Almadies,7 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a486e65d71524717f8713d1f04f0d35/-/horizon-files-prod/ed/picture/qq426q2j/90bb1047dbcc89a2e2358c7fe6b70148ce8809b3.jpg
Venant,Kia,2016.0,Automatique,Almadies,5 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b73c75d49c8a24e254cd0152ebcf8513/-/horizon-files-prod/ed/picture/q8v4gze0/02d0fd83d615383f3eab52ef6ee9a7e374b476fc.jpg
Venant,Mitsubishi,2016.0,Automatique,Point-e,5 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/15fdd762a0eeee380c9af2c5f3a3c400/-/horizon-files-prod/ed/picture/q8v4g5vx/f08fbd7bc01c4e4cb52b2d1bff7144e74a1f130f.jpg
Venant,Jeep,2016.0,Automatique,Point-e,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/035bf07dc2541871db46148e8b9cb8e8/-/horizon-files-prod/ed/picture/qpdm86dx/b2c66b8d54b0d47d0fa7bc33eceeef25b5fd1e3d.jpg
D'occasion,Mercedes-Benz,2015.0,Automatique,Sicap foire,13 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf6d1c8697f5084dd8603e17d73aef20/-/horizon-files-prod/ed/picture/qgqw8994/b1802b0f3ee33c82277d2b441753d7e8a652ccd5.jpg
Venant,Kia,2016.0,Automatique,Sicap foire,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/acbaa46c88e5c497d1741a8b31ef883e/-/horizon-files-prod/ed/picture/q9mjg99p/f7fea3213e8de7d9b251cbc7b18dfbabdfac98ad.jpg
Venant,Hyundai,2017.0,Automatique,VDN,14 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/52f90405d3955adf34f9ee924cd729e3/-/horizon-files-prod/ed/picture/qj4q5qjz/ea29a2cc073c6be6325cae10ff276ca2286676b2.jpg
D'occasion,Toyota,2020.0,Automatique,Fass,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd4fb5a4a79b12097541650cb66de11b/-/horizon-files-prod/ed/picture/qde7nk2w/011d1f02684dcae491197975e155e28b734d39d2.jpg
Venant,BMW,2019.0,Automatique,Almadies,19 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d954446f3972f4f354d62cee1f6439c5/-/horizon-files-prod/ed/picture/qkr80gxw/4a8566e625961d0938c106d46416d350799217e5.jpg
D'occasion,Toyota,2018.0,Automatique,Almadies,45 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c36a405a00fc9012195a6c899faad2bc/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q9mjnwqv/678b6ad5d93bd3cfe5bab48950f6f5f8b6802acc.jpg
Venant,Mitsubishi,2020.0,Automatique,Almadies,12 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/956f539d75dfc3a5c0436de474dce12e/-/horizon-files-prod/ed/picture/qgqw898n/61ba28daf1fdce76424c045be07b2bade4ae1950.jpg
Venant,Mitsubishi,2018.0,Manuelle,Sacré-cœur,18 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed214d87cc613d3c7d0a287a1e176e8c/-/horizon-files-prod/ed/picture/qde7nk4w/c2676dd399fac22017951b92f60291be4bee9d31.jpg
Venant,Ford,2018.0,Automatique,Sicap foire,13 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c4bbee6c0403758c24a393284ed0ace2/-/horizon-files-prod/ed/picture/qv4wzeqk/a896461d397250fa483ba498febe4022b03547b3.jpg
D'occasion,Hyundai,2013.0,Automatique,Mermoz,4 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6b0b90b0a07f1cf8b5b052814c9b6b2/-/horizon-files-prod/ed/picture/q0g79n26/e6d7b61ff0b81dc13eb4e018fb2ff01ccf99468a.jpg
Venant,Peugeot,2014.0,Automatique,Almadies,6 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/82799c309264792b9bb12c6004ee0f7f/-/horizon-files-prod/ed/picture/qm5gnp9j/f93ac9309b694ddbcb31b14d3e633a719ee843de.jpg
Venant,Mazda,2016.0,Automatique,Mermoz,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/32a681053db6deabbf0eae4eeb4cc492/-/horizon-files-prod/ed/picture/qkr86zx5/6823c7f5441b35826dfb073074588f3565ba19e5.jpg
Venant,Hyundai,2016.0,Automatique,Mermoz,9 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/160e7e2493338bf28036812bc3a5caeb/-/horizon-files-prod/ed/picture/qq42767w/222006957a15fdb77659fc2aff9bf6f3270c8e5f.jpg
Venant,Jeep,2017.0,Automatique,Mermoz,13 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/acb44dee000b5196c543c9a8e7fe4ef4/-/horizon-files-prod/ed/picture/qj4q48jg/604728e15575b409e35a241da5ca79689d5cbe61.jpg
Venant,Mazda,2016.0,Automatique,Liberte 6,8 600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/62192bede070fedf0a59665f246abe4a/-/horizon-files-prod/ed/picture/q6xdnj58/f7353b316e0982bda1db9d9d60b10e94764d3e7e.jpg
Venant,Peugeot,2016.0,Automatique,Point-e,7 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5a449600a7e81a72053c499f1ce4888/-/horizon-files-prod/ed/picture/qkr8xvpm/c6441b33da70902edfef51e8c21216744caf7aa7.jpg
Venant,Peugeot,2015.0,Manuelle,Point-e,"5 900 000 F Cfa
        
                    6 100 000 F Cfa
                        
            Économisez 3.3%",https://i.roamcdn.net/hz/ed/listing-thumb-543w/184e3602483e390b024b0576aa497170/-/horizon-files-prod/ed/picture/qngpg9w9/5ad602dde526589b60c282baa7a9632c4b884022.jpg
Venant,Peugeot,2017.0,Manuelle,Point-e,6 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5daa062a5f829e3c57f86afff0d1b25f/-/horizon-files-prod/ed/picture/qj4qx7p4/f5427675c8bd6a7ad53e1fdd4a2f5876e8aac221.jpg
Venant,Jeep,2018.0,Automatique,Plateau,8 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7503353a08898844b539b05daba99e10/-/horizon-files-prod/ed/picture/q6xdq4vg/b90492c81417c91e3da61ee2d529897b463ee0f1.jpg
Venant,Mitsubishi,2021.0,Automatique,Patte d‘oie,14 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a1bc66dd227c93c90e20b107bcca5128/-/horizon-files-prod/ed/picture/qwepnmz0/a220aa3f2e12342691a06b12dd6d46df05649b87.jpg
Réconditionné,Ford,2015.0,Automatique,Almadies,20 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad2b42ba2becc83a657aaf2578f91093/-/horizon-files-prod/ed/picture/qenvwqxv/ff79169c5648775303016e9bd28ef8a702b2abdb.jpg
Venant,Kia,2016.0,Automatique,Mermoz,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2cac79c3758ae7bec19f19a247a81456/-/horizon-files-prod/ed/picture/qrz87vwn/f8644f0c0beee2930635354ec6b28e71c6e31577.jpg
Venant,Mazda,2016.0,Automatique,Sacré-cœur,8 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/106f24a5e19ed62b17b2b847b8ec6b68/-/horizon-files-prod/ed/picture/qde7n728/307494aaf87e2c4670e640930f8f5dfc168c8560.jpg
D'occasion,Hyundai,2011.0,Manuelle,Golf,2 900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3f3d222322fab7816d7375564d7e6206/-/horizon-files-prod/ed/picture/q56dg457/d7622c210330699ba123d27e5cb73dc6ff1e8333.jpg
D'occasion,Toyota,2017.0,Manuelle,Dieuppeul,11 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf67e03fe999576ef0ae141b4cf7834a/-/horizon-files-prod/ed/picture/q0g7dwjz/8b0d0e3e21129eac7d0f83fc2ab1a6de810eded9.jpg
D'occasion,Ford,2012.0,Automatique,Cité Damel,3 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45b5aa8ec7a5fbad3de99ba9c9049ea2/-/horizon-files-prod/ed/picture/q6xdrm4g/8a84a1ecfefba553a390b33eaaa9cbdb66c9c3d6.jpg
Venant,Peugeot,2016.0,Manuelle,Sacré-cœur,5 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/570aa1aa3556e283b54c6d9b716cc69a/-/horizon-files-prod/ed/picture/qkr808k8/43a4f1aa65164338bb5edd16c2c6943671498eb2.jpg
Venant,Hyundai,2017.0,Automatique,Guediawaye,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0cfb1251b093490666333823b7e59215/-/horizon-files-prod/ed/picture/qwepwpx4/598196edd2e754363047638b7d4a9f33b66c3352.jpg
Venant,Kia,2017.0,Automatique,Guediawaye,9 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e08cec3ec1431d7b95d59f4633e77558/-/horizon-files-prod/ed/picture/q8v4g48j/a0decbfbfd87e184db51a79ae56b582d1c3af635.jpg
Venant,Kia,2018.0,Automatique,Guediawaye,10 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a58e3069ed30efd2435861b7f0a86aea/-/horizon-files-prod/ed/picture/qgqw8w69/f1b1d71b94c9f9d5f037f706b94be5f76831f3d0.jpg
Venant,BMW,2020.0,Automatique,Cité Damel,22 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee6a4c70b7a63fbf98a8b0702092e796/-/horizon-files-prod/ed/picture/qkr808jz/6451d39bb1ff6dd2d895f3e1708a6a2eb1c20461.jpg
D'occasion,Toyota,2016.0,Manuelle,Cité Damel,8 700 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/378e9354b919dca523fb68abb8b58e70/-/horizon-files-prod/ed/picture/qde7n785/96cc2faa0a5e019dc3c73eb12e4317e19a88d51a.jpg
Venant,BMW,2016.0,Automatique,Parcelles Assainies,12 450 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0234c2aff66eddf2f9703e9aba219466/-/horizon-files-prod/ed/picture/q6xd70k6/031ece7a5e23f9c6765211f87b139e8bb3c60ac9.jpg
D'occasion,Suzuki,2010.0,Manuelle,Fenêtre mermoz,3 499 944 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5104e068b14d0fbd303f34b31d7de5d5/-/horizon-files-prod/ed/picture/qngpjker/6f693b9cc373834f2da198557ec103bbd0e7b7d8.jpg
Venant,Peugeot,2017.0,Automatique,Liberte 6,14 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9d5f2ba7897bb8a9bf8c12806e79c20/-/horizon-files-prod/ed/picture/qpdm8mzv/f8aa61d0e30ac24f8fad0ece8ef7e1fb7ad6eaf6.jpg
Venant,Hyundai,2017.0,Automatique,Sacré-cœur,14 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/13b7d57727287856412955a6485f2ae0/-/horizon-files-prod/ed/picture/qq42wkmz/8c6243beb6799dd252aef34a68289e732cddde3e.jpg
Neuf,Hyundai,2013.0,Automatique,Sicap foire,4 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f63cd8599bbc62ddf8ad9f216093d327/-/horizon-files-prod/ed/picture/q6xd56gd/05d0a979c3518d9b6bdcdba8caad70e5b667ea75.jpg
Venant,Hyundai,2019.0,Automatique,Hann maristes,23 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba9f4f97adddaaec08690e2ab8e4670f/-/horizon-files-prod/ed/picture/q9mjg8z7/13a3aadf39cb60161fae288b6a90c989ed48ddf6.jpg
D'occasion,Ford,2017.0,Automatique,Mermoz,11 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/faf5ef7671dabdfd035c6f3b9d023757/-/horizon-files-prod/ed/picture/qkr87zpx/c7f0e3212795f1238ec96b3f1bdcde10bb3fa7f8.jpg
Venant,Hyundai,2017.0,Automatique,Sicap foire,9 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/134579fc9689eaadf70ae19f5c376f51/-/horizon-files-prod/ed/picture/qj4qz4mz/833e3e14b6f90a7a39fa7f4ef7701e40e948e5f4.jpg
Venant,Hyundai,2017.0,Automatique,Sicap foire,11 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8fbe365774541a09c9f6ea75ae32c245/-/horizon-files-prod/ed/picture/q56dxkz7/eb6a662e155903280ce07ab492baee8c61fd9ed2.jpg
Neuf,Mercedes-Benz,2018.0,Automatique,Cité Damel,16 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8454b9eb1a61967d372772dc1d9ae660/-/horizon-files-prod/ed/picture/qrz86jdn/1e1a1329b062ab340b576aa9873fcc0a2336367d.jpg
D'occasion,Audi,2013.0,Automatique,Saint-Louis,4 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9bf4cbd679c12896f94497ace6be8897/-/horizon-files-prod/ed/picture/q78wpz8x/96be160c129f509972ee1802b8f99c36460ae78b.jpg
Venant,Mazda,2016.0,Automatique,Ouest foire,14 950 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d5c5085d04f9dbbf9c5b6a6853e28c16/-/horizon-files-prod/ed/picture/q8v4kgm7/f738c7b2dbea3bcbef328a4822817b9ef75c34e6.jpg
Venant,Lincoln,2018.0,Automatique,Nord foire,"10 000 000 F Cfa
        
                    12 500 000 F Cfa
                        
            Économisez 20%",https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea8ee42dbee8877c57b637b55b697361/-/horizon-files-prod/ed/picture/qv4wkwgj/e3c77a2d383044bde7d6482d4049dabf1894741d.jpg
